Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
10.16,Ronald POGNON,16 NOV 1982,FRA,1,Strasbourg (FRA),28 JUN 2004,0.8
10.16,Dwight THOMAS,23 SEP 1980,JAM,4f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,0.4
10.16,Leonard SCOTT,19 JAN 1980,USA,2h2,"Sacramento, CA (USA)",10 JUL 2004,-0.6
10.16,John CAPEL,27 OCT 1978,USA,2sf1,"Sacramento, CA (USA)",11 JUL 2004,-2.0
10.16,Mardy SCALES,10 SEP 1981,USA,6sf2,"Sacramento, CA (USA)",11 JUL 2004,0.8
10.16,Julien DUNKLEY,20 DEC 1975,JAM,1,Fribourg (SUI),15 AUG 2004,0.7
10.16,Jason SMOOTS,13 JUL 1980,USA,1,"Philadelphia, PA (USA)",30 APR 2005,1.0
10.16,Coby MILLER,19 OCT 1976,USA,6,Kingston (JAM),07 MAY 2005,1.8
10.16,Brian LEWIS,05 DEC 1974,USA,3,"Palo Alto, CA (USA)",30 MAY 2005,1.3
10.16,Aaron EGBELE,29 JAN 1979,NGR,6,"Olympic Stadium, Athina (GRE)",14 JUN 2005,1.6
10.16,Joshua NORMAN,26 JUL 1980,USA,3sf2,"Carson, CA (USA)",25 JUN 2005,1.7
10.16,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1,"Stadion Juliska, Praha (CZE)",27 JUN 2005,0.2
10.16,Tobias UNGER,10 JUL 1979,GER,1,"Wattenscheid, Bochum (GER)",02 JUL 2005,0.3
10.16,Ronald POGNON,16 NOV 1982,FRA,5f1,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,0.6
10.16,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,2,Abuja (NGR),09 JUL 2005,
10.16,Darrel BROWN,11 OCT 1984,TTO,1sf1,Nassau (BAH),09 JUL 2005,0.5
10.16,Coby MILLER,19 OCT 1976,USA,1,Heusden-Zolder (BEL),23 JUL 2005,-0.3
10.16,Darrel BROWN,11 OCT 1984,TTO,2,Helsinki (FIN),25 JUL 2005,0.1
10.16,Ronald POGNON,16 NOV 1982,FRA,4,Oslo (NOR),29 JUL 2005,0.1
10.16,Ainsley WAUGH,17 SEP 1981,JAM,2h2,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,0.9
10.16,Justin GATLIN,10 FEB 1982,USA,1h4,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,0.4
10.16,Uchenna EMEDOLU,17 SEP 1976,NGR,4qf4,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,-1.0
10.16,Uchenna EMEDOLU,17 SEP 1976,NGR,6sf2,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,-1.0
10.16,Darrel BROWN,11 OCT 1984,TTO,7sf2,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,-1.0
10.16,Mardy SCALES,10 SEP 1981,USA,2,Malmö (SWE),16 AUG 2005,1.4
10.16,Kim COLLINS,05 APR 1976,SKN,5,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,0.0
10.16,Aziz ZAKARI,02 SEP 1976,GHA,6,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,0.0
10.16,Kim COLLINS,05 APR 1976,SKN,6,Rieti (ITA),28 AUG 2005,0.5
10.16,Jason GARDENER,17 SEP 1975,GBR,1,Rovereto (ITA),31 AUG 2005,0.3
10.16,Ronald POGNON,16 NOV 1982,FRA,1,Fort-de-France (FRA),29 APR 2006,1.2
10.16,Jason SMOOTS,13 JUL 1980,USA,1,Fortaleza (BRA),17 MAY 2006,0.0
10.16,Walter DIX,31 JAN 1986,USA,2,"Greensboro, NC (USA)",27 MAY 2006,1.0
10.16,Leonard SCOTT,19 JAN 1980,USA,1f1,"Eugene, OR (USA)",28 MAY 2006,1.0
10.16,Dwight THOMAS,23 SEP 1980,JAM,5,Oslo (NOR),02 JUN 2006,-0.9
10.16,Michael FRATER,06 OCT 1982,JAM,6,Oslo (NOR),02 JUN 2006,-0.9
10.16,Ronald POGNON,16 NOV 1982,FRA,3h3,Oslo (NOR),02 JUN 2006,0.5
10.16,Marlon DEVONISH,01 JUN 1976,GBR,4,"International Stadium, Gateshead (GBR)",11 JUN 2006,1.5
10.16,Leonard SCOTT,19 JAN 1980,USA,4f1,Paris (FRA),08 JUL 2006,0.1
10.16,Dwight THOMAS,23 SEP 1980,JAM,7f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,0.0
10.16,Jason SMOOTS,13 JUL 1980,USA,8f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,0.0
10.16,Darrel BROWN,11 OCT 1984,TTO,2f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,0.9
10.16,Ronald POGNON,16 NOV 1982,FRA,4,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1.3
10.16,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,5,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1.3
10.16,Michael FRATER,06 OCT 1982,JAM,6f1,Zürich (SUI),18 AUG 2006,1.0
10.16,Jason SMOOTS,13 JUL 1980,USA,1,Linz (AUT),22 AUG 2006,0.1
10.16,Marc BURNS,07 JAN 1983,TTO,5,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,0.3
10.16,Ronald POGNON,16 NOV 1982,FRA,6,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,0.3
10.16,Shawn CRAWFORD,14 JAN 1978,USA,7,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,0.3
10.16,Ronald POGNON,16 NOV 1982,FRA,5,"Olympiastadion, Berlin (GER)",03 SEP 2006,-0.5
10.16,Shawn CRAWFORD,14 JAN 1978,USA,1,Sydney (AUS),17 FEB 2007,1.0
10.16,Ernest WIGGINS,18 JUN 1982,USA,1,"Orlando, FL (USA)",03 MAR 2007,-1.5
10.16,John WOODS,19 JUN 1982,USA,1,"Fort Collins, CO (USA)",21 APR 2007,1.9
10.16,Jeff LAYNES,03 OCT 1970,USA,2,"Berkeley, CA (USA)",28 APR 2007,2.0
10.16,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1,Abuja (NGR),05 MAY 2007,0.0
10.16,José Carlos MOREIRA,28 SEP 1983,BRA,1,Cochabamba (BOL),03 JUN 2007,0.0
10.16,Craig PICKERING,16 OCT 1986,GBR,1,Ostrava (CZE),27 JUN 2007,0.0
10.16,Francis OBIKWELU,22 NOV 1978,POR,1,Rivas (ESP),29 JUN 2007,0.0
10.16,Francis OBIKWELU,22 NOV 1978,POR,2h2,"Olympic Stadium, Athina (GRE)",02 JUL 2007,0.5
10.16,Leonard SCOTT,19 JAN 1980,USA,6,Paris (FRA),06 JUL 2007,-0.1
10.16,DaBryan BLANTON,03 JUL 1984,USA,1,Bron (FRA),11 JUL 2007,2.0
10.16,Martial MBANDJOCK,14 OCT 1985,FRA,1sf2,"Gyulai István Atlétika Stadion, Debrecen (HUN)",12 JUL 2007,1.6
10.16,Clement CAMPBELL,19 DEC 1975,JAM,1,Reims (FRA),17 JUL 2007,0.0
10.16,Mickey GRIMES,10 OCT 1976,USA,2,Reims (FRA),17 JUL 2007,0.0
10.16,Michael RODGERS,24 APR 1985,USA,2,Kaunas (LTU),25 JUL 2007,0.3
10.16,Nobuharu ASAHARA,21 JUN 1972,JPN,1h1,Kakogawa (JPN),05 AUG 2007,0.6
10.16,Churandy MARTINA,03 JUL 1984,AHO,3f1,Stockholm (SWE),07 AUG 2007,-0.3
10.16,Brendan CHRISTIAN,11 DEC 1983,ANT,1h2,"Yanmar Stadium Nagai, Osaka (JPN)",25 AUG 2007,1.0
10.16,Churandy MARTINA,03 JUL 1984,AHO,1h8,"Yanmar Stadium Nagai, Osaka (JPN)",25 AUG 2007,-1.0
10.16,Nobuharu ASAHARA,21 JUN 1972,JPN,4qf1,"Yanmar Stadium Nagai, Osaka (JPN)",25 AUG 2007,0.8
10.16,Simone COLLIO,27 DEC 1979,ITA,2h1,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2007,0.9
10.16,Marlon DEVONISH,01 JUN 1976,GBR,4,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,-0.3
10.16,Rikki FIFTON,17 JUN 1985,GBR,4,Shanghai (CHN),28 SEP 2007,0.0
10.16,Xavier CARTER,08 DEC 1985,USA,1,"Athens, GA (USA)",12 APR 2008,1.7
10.16,Teddy WILLIAMS,03 JUL 1988,USA,1,"Houston, TX (USA)",10 MAY 2008,1.9
10.16,Andrew HINDS,25 APR 1984,BAR,1f1,Fortaleza (BRA),14 MAY 2008,0.0
10.16,Derrick ATKINS,05 JAN 1984,BAH,4f1,"Carson, CA (USA)",18 MAY 2008,-0.3
10.16,Julien DUNKLEY,20 DEC 1975,JAM,1f1,"Provo, UT (USA)",24 MAY 2008,2.0
10.16,Churandy MARTINA,03 JUL 1984,AHO,4,"Olympiastadion, Berlin (GER)",01 JUN 2008,0.8
10.16,Travis PADGETT,13 DEC 1986,USA,2,"Des Moines, IA (USA)",13 JUN 2008,-0.5
10.16,Desmond BYNUM,09 SEP 1980,USA,2,"Mesquite, TX (USA)",14 JUN 2008,0.4
10.16,Francis OBIKWELU,22 NOV 1978,POR,1,Leiria (POR),21 JUN 2008,1.5
10.16,Leroy DIXON,20 JUN 1983,USA,3h2,"Eugene, OR (USA)",28 JUN 2008,1.8
10.16,John CAPEL,27 OCT 1978,USA,3h3,"Eugene, OR (USA)",28 JUN 2008,1.4
10.16,Mardy SCALES,10 SEP 1981,USA,4h3,"Eugene, OR (USA)",28 JUN 2008,1.4
10.16,Kim COLLINS,05 APR 1976,SKN,3,Madrid (ESP),05 JUL 2008,-1.1
10.16,Simeon WILLIAMSON,16 JAN 1986,GBR,1sf3,Birmingham (GBR),12 JUL 2008,-0.3
10.16,Matic OSOVNIKAR,19 JAN 1980,SLO,1,Maribor (SLO),19 JUL 2008,1.0
10.16,Joseph Obinna METU,12 JUL 1988,NGR,2,Leverkusen (GER),30 JUL 2008,0.8
10.16,Asafa POWELL,23 NOV 1982,JAM,1h2,"National Stadium, Beijing (CHN)",15 AUG 2008,0.0
10.16,Martial MBANDJOCK,14 OCT 1985,FRA,3qf2,"National Stadium, Beijing (CHN)",15 AUG 2008,0.0
10.16,Naoki TSUKAHARA,10 MAY 1985,JPN,7sf2,"National Stadium, Beijing (CHN)",16 AUG 2008,0.3
10.16,Marc BURNS,07 JAN 1983,TTO,3,"International Stadium, Gateshead (GBR)",31 AUG 2008,0.7
10.16,Martial MBANDJOCK,14 OCT 1985,FRA,2f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 SEP 2008,0.3
10.16,Emre Zafer BARNES,07 NOV 1988,JAM,2f2,Spanish Town (JAM),14 MAR 2009,1.5
10.16,Bruno DE BARROS,07 JAN 1987,BRA,1h1,São Paulo (BRA),21 MAR 2009,1.8
10.16,Michael HERRERA,05 JUN 1985,CUB,1,La Habana (CUB),23 APR 2009,1.3
10.16,Trindon HOLLIDAY,27 APR 1986,USA,1,"Philadelphia, PA (USA)",25 APR 2009,-1.0
10.16,Ainsley WAUGH,17 SEP 1981,JAM,1f2,"Mangueirão, Belém (BRA)",24 MAY 2009,0.1
10.16,Emmanuel CALLENDER,10 MAY 1984,TTO,2f2,"Mangueirão, Belém (BRA)",24 MAY 2009,0.1
10.16,Trell KIMMONS,13 JUL 1985,USA,1h1,"Orlando, FL (USA)",13 JUN 2009,-0.9
10.16,Walter DIX,31 JAN 1986,USA,2h2,"Orlando, FL (USA)",13 JUN 2009,0.0
10.16,Rae Monzavous EDWARDS,07 MAY 1981,USA,4f1,"Olympiastadion, Berlin (GER)",14 JUN 2009,1.4
10.16,Dwain CHAMBERS,05 APR 1978,GBR,1,Nantes (FRA),24 JUN 2009,0.3
10.16,Churandy MARTINA,03 JUL 1984,AHO,1f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 2009,1.0
10.16,Steve MULLINGS,29 NOV 1982,JAM,2f1,Luzern (SUI),15 JUL 2009,0.0
10.16,Leroy DIXON,20 JUN 1983,USA,1f1,Rethymno (GRE),20 JUL 2009,0.3
10.16,Ramil GULIYEV,29 MAY 1990,AZE,2,Novi Sad (SRB),24 JUL 2009,0.2
10.16,Mark JELKS,10 APR 1984,USA,5,"Stade Louis II, Monaco (MON)",28 JUL 2009,0.1
10.16,Marc BURNS,07 JAN 1983,TTO,1f2,Stockholm (SWE),31 JUL 2009,1.5
10.16,Mario FORSYTHE,30 OCT 1985,JAM,1,Leverkusen (GER),31 JUL 2009,0.5
10.16,Tyson GAY,09 AUG 1982,USA,1h11,"Olympiastadion, Berlin (GER)",15 AUG 2009,-0.2
10.16,Gerald PHIRI,06 OCT 1988,ZAM,4qf2,"Olympiastadion, Berlin (GER)",15 AUG 2009,0.4
10.16,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,3qf4,"Olympiastadion, Berlin (GER)",15 AUG 2009,0.1
10.16,Michael RODGERS,24 APR 1985,USA,1h1,Zagreb (CRO),31 AUG 2009,-0.3
10.16,Nesta CARTER,11 OCT 1985,JAM,2h1,Zagreb (CRO),31 AUG 2009,-0.3
10.16,Martial MBANDJOCK,14 OCT 1985,FRA,2,Paris (FRA),09 SEP 2009,0.8
10.16,Michael FRATER,06 OCT 1982,JAM,5,Thessaloniki (GRE),12 SEP 2009,-0.2
10.16,Daniel BAILEY,09 SEP 1986,ANT,2,Baie Mahault (FRA),01 MAY 2010,-0.3
10.16,Mario FORSYTHE,30 OCT 1985,JAM,1h2,"FBK Stadium, Hengelo (NED)",30 MAY 2010,0.7
10.16,Masashi ERIGUCHI,17 DEC 1988,JPN,1h4,Marugame (JPN),05 JUN 2010,1.8
10.16,Michael FRATER,06 OCT 1982,JAM,2,Kingston (JAM),27 JUN 2010,0.9
10.16,Simone COLLIO,27 DEC 1979,ITA,1,Grosseto (ITA),30 JUN 2010,-0.2
10.16,Jimmy VICAUT,27 FEB 1992,FRA,1h1,Mannheim (GER),03 JUL 2010,0.8
10.16,Churandy MARTINA,03 JUL 1984,AHO,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,0.5
10.16,Dexter LEE,18 JAN 1991,JAM,2,Barcelona (ESP),09 JUL 2010,-0.9
10.16,Daniel BAILEY,09 SEP 1986,ANT,2h2,"International Stadium, Gateshead (GBR)",10 JUL 2010,-2.0
10.16,Steve MULLINGS,29 NOV 1982,JAM,1,Lappeenranta (FIN),15 JUL 2010,-1.3
10.16,Emmanuel CALLENDER,10 MAY 1984,TTO,2h4,Mayagüez (PUR),25 JUL 2010,1.4
10.16,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,2sf2,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,-0.1
10.16,Aziz ZAKARI,02 SEP 1976,GHA,1sf3,"Nyayo National Stadium, Nairobi (KEN)",28 JUL 2010,
10.16,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,3,"Poljud Stadion, Split (CRO)",04 SEP 2010,0.7
10.16,Christophe LEMAITRE,11 JUN 1990,FRA,2,Annecy (FRA),11 SEP 2010,-0.8
10.16,Sam EFFAH,29 DEC 1988,CAN,2sf2,New Delhi (IND),07 OCT 2010,0.9
10.16,Dwain CHAMBERS,05 APR 1978,GBR,1,Belém (BRA),15 MAY 2011,0.6
10.16,Jeff DEMPS,08 JAN 1990,USA,1h1,"Bloomington, IN (USA)",26 MAY 2011,-1.0
10.16,Ramil GULIYEV,29 MAY 1990,TUR,1f2,Yalta (UKR),30 MAY 2011,-1.3
10.16,Maurice MITCHELL,22 DEC 1989,USA,1h1,"Des Moines, IA (USA)",08 JUN 2011,-1.0
10.16,Thuso MPUANG,01 MAR 1984,RSA,1f1,Donnas (ITA),03 JUL 2011,1.4
10.16,Trell KIMMONS,13 JUL 1985,USA,3f3,Lignano Sabbiadoro (ITA),19 JUL 2011,-0.7
10.16,Churandy MARTINA,03 JUL 1984,NED,2f4,Lignano Sabbiadoro (ITA),19 JUL 2011,0.6
10.16,Travis PADGETT,13 DEC 1986,USA,3f4,Lignano Sabbiadoro (ITA),19 JUL 2011,0.6
10.16,Ngonidzashe MAKUSHA,11 MAR 1987,ZIM,2,"Puskás Ferenc Stadion, Budapest (HUN)",30 JUL 2011,2.0
10.16,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,1sf3,Birmingham (GBR),30 JUL 2011,0.9
10.16,Emmanuel CALLENDER,10 MAY 1984,TTO,1h4,Port-of-Spain (TTO),13 AUG 2011,0.7
10.16,Nesta CARTER,11 OCT 1985,JAM,2sf3,"DS, Daegu (KOR)",28 AUG 2011,-0.8
10.16,Bingtian SU,29 AUG 1989,CHN,1,Hefei (CHN),08 SEP 2011,0.7
10.16,Mario FORSYTHE,30 OCT 1985,JAM,5,"Sports Park Mladost, Zagreb (CRO)",13 SEP 2011,0.1
10.16,Masashi ERIGUCHI,17 DEC 1988,JPN,1sf3,Yamaguchi (JPN),08 OCT 2011,1.5
10.16,Emmanuel CALLENDER,10 MAY 1984,TTO,3,Guadalajara (MEX),25 OCT 2011,0.2
10.16,Isiah YOUNG,05 JAN 1990,USA,1f1,"Starkville, MS (USA)",23 MAR 2012,0.1
10.16,Simon MAGAKWE,14 MAY 1986,RSA,1,Johannesburg (RSA),27 APR 2012,-0.9
10.16,Ryota YAMAGATA,10 JUN 1992,JPN,1f1,Hiroshima (JPN),29 APR 2012,0.0
10.16,Jak Ali HARVEY,04 MAY 1989,JAM,3f2,"National Stadium, Kingston (JAM)",05 MAY 2012,1.0
10.16,Emmanuel CALLENDER,10 MAY 1984,TTO,1,Uberlandia (BRA),13 MAY 2012,-0.7
10.16,Jak Ali HARVEY,04 MAY 1989,JAM,3,Daegu (KOR),16 MAY 2012,0.3
10.16,Nesta CARTER,11 OCT 1985,JAM,3,"Shanghai Stadium, Shanghai (CHN)",19 MAY 2012,-0.4
10.16,Lerone CLARKE,07 JUL 1981,JAM,5,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,-0.1
10.16,Marcus ROWLAND,11 MAR 1990,USA,1h2,"Hayward Field, Eugene, OR (USA)",23 JUN 2012,1.4
10.16,Walter DIX,31 JAN 1986,USA,3sf1,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1.4
10.16,Michael RODGERS,24 APR 1985,USA,6,Paris (FRA),06 JUL 2012,0.0
10.16,Marc BURNS,07 JAN 1983,TTO,2h2,"Moratalaz, Madrid (ESP)",07 JUL 2012,1.8
10.16,Trell KIMMONS,13 JUL 1985,USA,3h2,"Crystal Palace, London (GBR)",13 JUL 2012,-0.7
10.16,Gavin SMELLIE,26 JUN 1986,CAN,1,Ottawa (CAN),14 JUL 2012,1.0
10.16,Gerald PHIRI,06 OCT 1988,ZAM,2h1,"Olympic Stadium, London (GBR)",04 AUG 2012,-1.4
10.16,Kemar HYMAN,11 OCT 1989,CAY,4h3,"Olympic Stadium, London (GBR)",04 AUG 2012,1.5
10.16,Jimmy VICAUT,27 FEB 1992,FRA,6sf1,"Olympic Stadium, London (GBR)",05 AUG 2012,0.7
10.16,Daniel BAILEY,09 SEP 1986,ANT,6sf2,"Olympic Stadium, London (GBR)",05 AUG 2012,1.0
10.16,Calesio NEWMAN,20 AUG 1986,USA,2f1,Rovereto (ITA),04 SEP 2012,1.0
10.16,Darvis PATTON,04 DEC 1977,USA,3f1,Newcastle upon Tyne (GBR),15 SEP 2012,1.0
10.16,Kemar BAILEY-COLE,10 JAN 1992,JAM,3f2,"National Stadium, Kingston (JAM)",04 MAY 2013,0.2
10.16,Frederick AGBADJE,1988,NGR,1f2,"Dickinson, ND (USA)",10 MAY 2013,
10.16,Churandy MARTINA,03 JUL 1984,NED,7,Beijing (CHN),21 MAY 2013,0.1
10.16,Diondre BATSON,13 JUL 1992,USA,1h2,"Greensboro, NC (USA)",23 MAY 2013,0.1
10.16,Keston BLEDMAN,08 MAR 1988,TTO,2,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,-0.8
10.16,Suwaibou SANNEH,10 MAR 1990,GAM,1,"New York, NY (USA)",30 MAY 2013,1.1
10.16,José Carlos MOREIRA,28 SEP 1983,BRA,1,São Paulo (BRA),06 JUN 2013,0.7
10.16,Adam HARRIS,21 JUL 1987,GUY,1f1,"Colts Neck, NJ (USA)",08 JUN 2013,0.8
10.16,Denis DIMITROV,10 FEB 1994,BUL,1,Pravets (BUL),15 JUN 2013,1.5
10.16,Reza GHASEMI,24 JUL 1987,IRI,2,Almaty (KAZ),15 JUN 2013,0.2
10.16,Kenroy ANDERSON,27 JUN 1987,JAM,2h2,Kingston (JAM),20 JUN 2013,0.9
10.16,Michael RODGERS,24 APR 1985,USA,2f1,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,-0.5
10.16,Shavez HART,06 SEP 1992,BAH,1h3,Morelia (MEX),05 JUL 2013,1.2
10.16,Gabriel MVUMVURE,23 FEB 1988,ZIM,7f1,"Moratalaz, Madrid (ESP)",13 JUL 2013,1.8
10.16,Adam GEMILI,06 OCT 1993,GBR,1f2,"Olympic Stadium, London (GBR)",26 JUL 2013,0.3
10.16,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,2f2,"Olympic Stadium, London (GBR)",26 JUL 2013,0.3
10.16,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,3h6,"Luzhniki Stadion, Moskva (RUS)",10 AUG 2013,-0.1
10.16,Bingtian SU,29 AUG 1989,CHN,4h6,"Luzhniki Stadion, Moskva (RUS)",10 AUG 2013,-0.1
10.16,Calesio NEWMAN,20 AUG 1986,USA,1f2,Rovereto (ITA),03 SEP 2013,0.6
10.16,Kim COLLINS,05 APR 1976,SKN,4,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,0.7
10.16,Jevaughn MINZIE,20 JUL 1995,JAM,2,Kingston (JAM),28 MAR 2014,1.3
10.16,Tevin HESTER,10 JAN 1994,USA,3,"Austin, TX (USA)",29 MAR 2014,1.5
10.16,Cordero GRAY,09 MAY 1989,USA,1f2,"Austin, TX (USA)",29 MAR 2014,1.4
10.16,James ELLINGTON,06 SEP 1985,GBR,1f1,"Gainesville, FL (USA)",04 APR 2014,1.0
10.16,Trayvon BROMELL,10 JUL 1995,USA,1f3,"Gainesville, FL (USA)",04 APR 2014,-0.1
10.16,David WINTERS,19 FEB 1994,USA,1f1,"Wichita, KS (USA)",12 APR 2014,1.3
10.16,Aaron BROWN,27 MAY 1992,CAN,2f1,"Walnut, CA (USA)",19 APR 2014,0.0
10.16,Dentarius LOCKE,12 DEC 1989,USA,1,"Chapel Hill, NC (USA)",19 APR 2014,1.0
10.16,Richard THOMPSON,07 JUN 1985,TTO,2f1,"Baton Rouge, LA (USA)",19 APR 2014,1.6
10.16,Trayvon BROMELL,10 JUL 1995,USA,1h4,"Des Moines, IA (USA)",25 APR 2014,2.0
10.16,Keith RICKS,09 OCT 1990,USA,1,"Radford, VA (USA)",26 APR 2014,1.4
10.16,Justin WALKER,30 NOV 1990,USA,1h3,"Conway, SC (USA)",10 MAY 2014,1.4
10.16,Devin JENKINS,06 FEB 1994,USA,2,"Atlanta, GA (USA)",16 MAY 2014,1.0
10.16,Aaron BROWN,27 MAY 1992,CAN,1h2,"Pullman, WA (USA)",17 MAY 2014,1.5
10.16,Senoj-Jay GIVANS,30 DEC 1993,JAM,1sf3,"Fayetteville, AR (USA)",30 MAY 2014,-0.4
10.16,Kemar BAILEY-COLE,10 JAN 1992,JAM,2f13,Kingston (JAM),31 MAY 2014,0.9
10.16,Sean SAFO-ANTWI,31 OCT 1990,GBR,2h4,Regensburg (GER),07 JUN 2014,1.0
10.16,Kemar BAILEY-COLE,10 JAN 1992,JAM,3,"Le Grande Stade, Marrakesh (MAR)",08 JUN 2014,1.6
10.16,Brijesh LAWRENCE,27 DEC 1989,SKN,3,Basseterre (SKN),22 JUN 2014,0.0
10.16,Kemar BAILEY-COLE,10 JAN 1992,JAM,3,Kingston (JAM),27 JUN 2014,-1.5
10.16,Chijindu UJAH,05 MAR 1994,GBR,1sf1,Birmingham (GBR),29 JUN 2014,1.3
10.16,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,1sf2,Birmingham (GBR),29 JUN 2014,1.0
10.16,Richard THOMPSON,07 JUN 1985,TTO,2,Montreuil-sous-Bois (FRA),07 JUL 2014,-0.5
10.16,Kemar BAILEY-COLE,10 JAN 1992,JAM,1h1,"Hampden Park, Glasgow (GBR)",27 JUL 2014,0.6
10.16,Keston BLEDMAN,08 MAR 1988,TTO,1h9,"Hampden Park, Glasgow (GBR)",27 JUL 2014,0.2
10.16,Antoine ADAMS,31 AUG 1988,SKN,4,"Hampden Park, Glasgow (GBR)",28 JUL 2014,0.0
10.16,Mark JELKS,10 APR 1984,NGR,1sf2,"Le Grande Stade, Marrakesh (MAR)",10 AUG 2014,1.6
10.16,Rae Monzavous EDWARDS,07 MAY 1981,NGR,3,"Le Grande Stade, Marrakesh (MAR)",11 AUG 2014,0.4
10.16,Christophe LEMAITRE,11 JUN 1990,FRA,1h1,"Letzigrund, Zürich (SUI)",12 AUG 2014,0.4
10.16,Ojie EDOBURUN,02 JUN 1996,GBR,2sf1,Bedford (GBR),23 AUG 2014,1.9
10.16,Chijindu UJAH,05 MAR 1994,GBR,1f2,"Letzigrund, Zürich (SUI)",28 AUG 2014,0.0
10.16,Dentarius LOCKE,12 DEC 1989,USA,2,"Olympiastadion, Berlin (GER)",31 AUG 2014,-0.2
10.16,Beejay LEE,05 MAR 1993,USA,1f2,"Tucson, AZ (USA)",11 APR 2015,0.4
10.16,Yancarlos MARTÍNEZ,08 AUG 1992,DOM,1f1,Medellín (COL),09 MAY 2015,1.3
10.16,Ramil GULIYEV,29 MAY 1990,TUR,1h2,Isparta (TUR),09 MAY 2015,0.6
10.16,Christophe LEMAITRE,11 JUN 1990,FRA,1f1,Vénissieux (FRA),10 MAY 2015,0.6
10.16,Andrew FISHER,15 DEC 1991,JAM,1,George Town (CAY),16 MAY 2015,0.1
10.16,Kolby LISTENBEE,25 JAN 1994,USA,2h1,"Ames, IA (USA)",16 MAY 2015,1.8
10.16,Beejay LEE,05 MAR 1993,USA,2,"Los Angeles, CA (USA)",17 MAY 2015,0.6
10.16,Darrell WESH,21 FEB 1992,USA,5,"Greensboro, NC (USA)",17 MAY 2015,1.5
10.16,Daniel BAILEY,09 SEP 1986,ANT,2f1,Kingston (JAM),30 MAY 2015,1.6
10.16,Tremayne ACY,21 JAN 1995,USA,4sf1,"Eugene, OR (USA)",10 JUN 2015,1.7
10.16,Henricho BRUINTJIES,16 JUL 1993,RSA,2,Hérouville (FRA),18 JUN 2015,0.0
10.16,Levi Asher CADOGAN,08 NOV 1995,BAR,1sf1,St. Michael (BAR),20 JUN 2015,1.6
10.16,Rondel SORRILLO,24 JAN 1986,TTO,3f2,Port-of-Spain (TTO),27 JUN 2015,1.1
10.16,Justyn WARNER,28 JUN 1987,CAN,3,Edmonton (CAN),03 JUL 2015,1.5
10.16,Aziz OUHADI,24 JUL 1984,MAR,4h1,La Chaux-de-Fonds (SUI),05 JUL 2015,0.8
10.16,Ramil GULIYEV,29 MAY 1990,TUR,3,"Main Stadium, Gwangju (KOR)",09 JUL 2015,0.0
10.16,Kukyoung KIM,19 APR 1991,KOR,2sf1,"Main Stadium, Gwangju (KOR)",09 JUL 2015,1.8
10.16,Yazaldes NASCIMENTO,17 APR 1986,POR,6,"Moratalaz, Madrid (ESP)",11 JUL 2015,1.4
10.16,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,1f1,Loughborough (GBR),18 JUL 2015,1.6
