Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
8.24,Salim SDIRI,26 OCT 1978,FRA,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",19 JUN 2004,1.2
8.24,Ignisious GAISAH,20 JUL 1983,GHA,6,"Olympic Stadium, Athina (GRE)",26 AUG 2004,0.8
8.24,Miguel PATE,13 JUN 1979,USA,3,Madrid (ESP),16 JUL 2005,0.6
8.24,Brian JOHNSON,05 MAR 1980,USA,2,Xalapa (MEX),13 MAY 2006,0.1
8.24,Miguel PATE,13 JUN 1979,USA,2,"Indianapolis, IN (USA)",22 JUN 2007,0.9
8.24,Walter DAVIS,02 JUL 1979,USA,4,"Indianapolis, IN (USA)",22 JUN 2007,0.5
8.24,Stephan LOUW,26 FEB 1975,NAM,1,Germiston (RSA),12 JAN 2008,0.4
8.24,Dwight PHILLIPS,01 OCT 1977,USA,1,"Walnut, CA (USA)",20 APR 2008,0.8
8.24,Miguel PATE,13 JUN 1979,USA,1q2,"Eugene, OR (USA)",27 JUN 2008,1.2
8.24,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,2,"National Stadium, Beijing (CHN)",18 AUG 2008,0.0
8.24,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,1,Lappeenranta (FIN),12 JUL 2009,1.0
8.24,Fabrice LAPIERRE,17 OCT 1983,AUS,1,"Olympic Stadium, Athina (GRE)",13 JUL 2009,0.2
8.24,Dwight PHILLIPS,01 OCT 1977,USA,2,Thessaloniki (GRE),13 SEP 2009,-0.1
8.24,Salim SDIRI,26 OCT 1978,FRA,1,"Stade Raymond Petit, Tomblaine (FRA)",25 JUN 2010,1.4
8.24,Kafétien GOMIS,23 MAR 1980,FRA,2,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010,1.0
8.24,Aleksandr MENKOV,07 DEC 1990,RUS,1,Cheboksary (RUS),05 JUL 2012,0.2
8.24,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,3,"Crystal Palace, London (GBR)",13 JUL 2012,1.7
8.24,Mauro Vinicius DA SILVA,26 DEC 1986,BRA,1,Cartagena de Indias (COL),05 JUL 2013,1.8
8.24,Mauro Vinicius DA SILVA,26 DEC 1986,BRA,5,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,0.6
8.24,Greg RUTHERFORD,17 NOV 1986,GBR,2,"FBK Stadium, Hengelo (NED)",08 JUN 2014,1.1
8.24,Luis Alberto RIVERA MORALES,21 JUN 1987,MEX,1,São Paulo (BRA),02 AUG 2014,0.1
8.24,Fabrice LAPIERRE,17 OCT 1983,AUS,2,"National Stadium, Beijing (CHN)",25 AUG 2015,0.7
8.24,Jarvis GOTCH,25 MAR 1992,USA,1f1,"Austin, TX (USA)",02 APR 2016,1.7
8.24,Greg RUTHERFORD,17 NOV 1986,GBR,,"Phoenix, AZ (USA)",14 MAY 2016,0.9
8.24,Jianan WANG,27 AUG 1996,CHN,1q2,"Estádio Olímpico, Rio de Janeiro (BRA)",12 AUG 2016,0.3
8.24,Radek JUŠKA,08 MAR 1993,CZE,1q1,"Olympic Stadium, London (GBR)",04 AUG 2017,0.5
8.24,Ruswahl SAMAAI,25 SEP 1991,RSA,1,Pretoria (RSA),08 MAR 2018,-0.7
8.24,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,Patra (GRE),15 JUL 2018,-0.5
8.24,Henry FRAYNE,14 APR 1990,AUS,4,"Olympic Stadium, London (GBR)",22 JUL 2018,-0.5
8.24,Tajay GAYLE,02 AUG 1996,JAM,2,Toronto (CAN),12 AUG 2018,-0.3
8.24,Jianan WANG,27 AUG 1996,CHN,1,Jakarta (INA),26 AUG 2018,0.7
8.24,Tajay GAYLE,02 AUG 1996,JAM,1,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,0.1
8.24,Tajay GAYLE,02 AUG 1996,JAM,1,Kingston (JAM),22 JUN 2019,1.0
8.24,Changzhou HUANG,20 AUG 1994,CHN,1,Chengdu (CHN),24 JUL 2019,0.4
8.24,JuVaughn HARRISON,30 APR 1999,USA,2,"Cushing Stadium, College Station, TX (USA)",14 MAY 2021,1.5
8.24,Bachana KHORAVA,15 MAR 1993,GEO,1,"New District Stadium, Tbilisi (GEO)",29 MAY 2021,1.3
8.24,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,"Stade Louis II, Monaco (MON)",09 JUL 2021,0.2
8.24,Damian WARNER,04 NOV 1989,CAN,1ce2,"National Stadium, Tokyo (JPN)",04 AUG 2021,0.2
8.24,Thobias MONTLER,15 FEB 1996,SWE,1,"Olympiastadion, Stockholm (SWE)",05 SEP 2021,0.4
8.24,Miltiadis TENTOGLOU,18 MAR 1998,GRE,,"Kaftanzoglio Stadium, Thessaloniki (GRE)",26 JUN 2022,1.5
8.24,Mattia FURLANI,07 FEB 2005,ITA,1,"FBK Stadium, Hengelo (NED)",04 JUN 2023,-0.7
8.24,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,"Municipal Theatre Of Piraeus, Piraeus (GRE)",04 JUN 2023,0.5
8.23,Lynn DAVIES,20 MAY 1942,GBR,1,Bern (SUI),30 JUN 1968,2.0
8.23,James LOFTON,05 JUL 1956,USA,2,"Westwood, CA (USA)",09 JUN 1978,2.0
8.23,João Carlos DE OLIVEIRA,28 MAY 1954,BRA,1,Warszawa (POL),19 JUN 1978,1.8
8.23,Larry MYRICKS,10 MAR 1956,USA,,Hiroshima (JPN),29 APR 1980,
8.23,Antonio CORGOS,10 MAR 1960,ESP,1,Madrid (ESP),24 AUG 1980,0.2
8.23,Larry MYRICKS,10 MAR 1956,USA,1,"Oxford, OH (USA)",09 APR 1983,
8.23,Jason GRIMES,10 SEP 1959,USA,1,"Modesto, CA (USA)",14 MAY 1983,
8.23,Jaime JEFFERSON,17 JAN 1962,CUB,1,Firenze (ITA),13 JUN 1984,-0.7
8.23,László SZALMA,21 OCT 1957,HUN,2,Budapest (HUN),20 AUG 1984,1.7
8.23,Yuriy SAMARIN,27 DEC 1960,URS,3,Donetsk (URS),08 SEP 1984,0.0
8.23,Larry MYRICKS,10 MAR 1956,USA,2,Tokyo (JPN),14 SEP 1984,
8.23,Sergey LAYEVSKIY,03 MAR 1959,URS,1,Sochi (URS),23 MAY 1987,0.3
8.23,Vladimir BOBYLYOV,15 JUL 1966,URS,,Bryansk (URS),19 JUL 1987,1.5
8.23,Paul EMORDI,25 DEC 1965,NGR,1,Nairobi (KEN),12 AUG 1987,-1.1
8.23,Mike CONLEY,05 OCT 1962,USA,5,"Indianapolis, IN (USA)",18 JUL 1988,0.0
8.23,Ron BEER,29 AUG 1965,GDR,1,Berlin (GER),20 JUL 1988,1.9
8.23,Marco DELONGE,16 JUN 1966,GDR,2,Berlin (GER),20 JUL 1988,0.8
8.23,Larry MYRICKS,10 MAR 1956,USA,2,Tokyo (JPN),08 OCT 1988,0.3
8.23,André ESTER,27 APR 1965,USA,2,"Houston, TX (USA)",21 MAY 1989,2.0
8.23,Larry MYRICKS,10 MAR 1956,USA,1,Nice (FRA),10 JUL 1989,1.3
8.23,Larry MYRICKS,10 MAR 1956,USA,1,Rieti (ITA),03 SEP 1989,0.1
8.23,Robert EMMIYAN,16 FEB 1965,URS,3,"Seattle, WA (USA)",25 JUL 1990,1.1
8.23,Llewellyn STARKS,10 FEB 1967,USA,2,Sevilla (ESP),30 MAY 1991,1.6
8.23,Stanislav TARASENKO,22 JUL 1966,RUS,1,Sochi (RUS),22 MAY 1993,1.8
8.23,Iván PEDROSO,17 DEC 1972,CUB,2q1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",19 AUG 1993,1.0
8.23,Mike POWELL,10 NOV 1963,USA,q,"Knoxville, TN (USA)",17 JUN 1994,-1.3
8.23,Rogelio SAENZ,08 JUN 1968,MEX,1,"El Paso, TX (USA)",25 JUN 1994,
8.23,Roland MCGHEE,15 OCT 1971,USA,3,Zürich (SUI),17 AUG 1994,-0.5
8.23,Jaime JEFFERSON,17 JAN 1962,CUB,2,Mar del Plata (ARG),19 MAR 1995,1.9
8.23,Emmanuel BANGUÉ,21 JUL 1971,FRA,1,Genève (SUI),15 JUN 1996,-0.3
8.23,Roland MCGHEE,15 OCT 1971,USA,3,Bruxelles (BEL),22 AUG 1997,0.1
8.23,Aleksandr GLAVATSKIY,02 MAY 1970,BLR,1,Caorle (ITA),13 JUN 1998,1.6
8.23,Cheikh Tidiane TOURE,25 JAN 1970,SEN,2,Torino (ITA),24 JUN 1998,1.2
8.23,James BECKFORD,09 JAN 1975,JAM,1,Visby (SWE),13 JUL 1998,1.3
8.23,Mickaël LORIA,09 JUN 1973,FRA,1,Font-Romeu (FRA),24 JUL 1998,0.2
8.23,Gregor CANKAR,25 JAN 1975,SLO,1q1,"La Cartuja, Sevilla (ESP)",26 AUG 1999,-0.2
8.23,Savanté STRINGFELLOW,06 NOV 1978,USA,1,Brisbane (AUS),03 SEP 2000,0.7
8.23,Younés MOUDRIK,01 OCT 1977,MAR,1,Melbourne (AUS),09 SEP 2001,1.0
8.23,Siniša ERGOTIĆ,14 SEP 1968,CRO,1,Zagreb (CRO),05 JUN 2002,0.0
8.23,Salim SDIRI,26 OCT 1978,FRA,1,Pierre-Bénite (FRA),14 JUN 2002,0.4
8.23,Luis Felipe MÉLIZ,11 AUG 1979,CUB,1,La Habana (CUB),01 DEC 2002,0.5
8.23,Savanté STRINGFELLOW,06 NOV 1978,USA,2,"Eugene, OR (USA)",24 MAY 2003,1.0
8.23,Hussein Taher AL SABEE,14 NOV 1979,KSA,1,"Carson, CA (USA)",01 JUN 2003,-0.2
8.23,Iván PEDROSO,17 DEC 1972,CUB,1,Santo Domingo (DOM),06 AUG 2003,0.7
8.23,Vitaliy SHKURLATOV,25 MAY 1979,RUS,1,Tula (RUS),10 AUG 2003,0.0
8.23,Danil BURKENYA,20 JUL 1978,RUS,2,Tula (RUS),10 AUG 2003,0.4
8.23,Siniša ERGOTIĆ,14 SEP 1968,CRO,2,Córdoba (ESP),06 SEP 2003,0.0
8.23,Hussein Taher AL SABEE,14 NOV 1979,KSA,1,Manila (PHI),23 SEP 2003,0.5
8.23,Dwight PHILLIPS,01 OCT 1977,USA,1,Sevilla (ESP),05 JUN 2004,-2.5
8.23,Volodymyr ZYUSKOV,29 AUG 1981,UKR,1,Rethymno (GRE),23 JUN 2004,1.0
8.23,James BECKFORD,09 JAN 1975,JAM,2,Bad Langensalza (GER),03 JUL 2004,0.4
8.23,Salim SDIRI,26 OCT 1978,FRA,1,Sotteville-lès-Rouen (FRA),18 JUL 2004,0.4
8.23,Chris TOMLINSON,15 SEP 1981,GBR,2q2,"Olympic Stadium, Athina (GRE)",24 AUG 2004,0.9
8.23,Iván PEDROSO,17 DEC 1972,CUB,7,"Olympic Stadium, Athina (GRE)",26 AUG 2004,0.7
8.23,Miguel PATE,13 JUN 1979,USA,2,Rethymno (GRE),10 JUL 2005,0.2
8.23,Ignisious GAISAH,20 JUL 1983,GHA,3,Sheffield (GBR),21 AUG 2005,0.5
8.23,Ignisious GAISAH,20 JUL 1983,GHA,4,"Stade Louis II, Monaco (MON)",10 SEP 2005,1.2
8.23,Chris TOMLINSON,15 SEP 1981,GBR,1,"Stadion Juliska, Praha (CZE)",13 JUN 2007,0.5
8.23,Yahya BERRABAH,13 OCT 1981,MAR,1,Rabat (MAR),14 JUN 2008,1.1
8.23,Mohamed Salman AL KHUWALIDI,19 JUN 1981,KSA,1,Villeneuve d'Ascq (FRA),27 JUN 2008,1.5
8.23,Ibrahim CAMEJO,28 JUN 1982,CUB,2q1,"National Stadium, Beijing (CHN)",16 AUG 2008,0.5
8.23,Salim SDIRI,26 OCT 1978,FRA,3,"FBK Stadium, Hengelo (NED)",01 JUN 2009,1.6
8.23,Chris TOMLINSON,15 SEP 1981,GBR,2,Malles Venosta (ITA),28 JUN 2009,
8.23,Yahya BERRABAH,13 OCT 1981,MAR,2,Pescara (ITA),03 JUL 2009,0.7
8.23,Irving SALADINO,23 JAN 1983,PAN,,Madrid (ESP),04 JUL 2009,1.9
8.23,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,1,"Nyayo National Stadium, Nairobi (KEN)",29 JUL 2010,-2.4
8.23,Chris TOMLINSON,15 SEP 1981,GBR,3,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010,0.6
8.23,Damar FORBES,11 SEP 1990,USA,2,"Des Moines, IA (USA)",10 JUN 2011,0.6
8.23,Eusebio CÁCERES,10 SEP 1991,ESP,1,Zaragoza (ESP),25 JUN 2011,2.0
8.23,Yahya BERRABAH,13 OCT 1981,MAR,4,"DS, Daegu (KOR)",02 SEP 2011,0.4
8.23,Marquise GOODWIN,19 NOV 1990,USA,1,"Des Moines, IA (USA)",06 JUN 2012,0.5
8.23,Ashton EATON,21 JAN 1988,USA,1ce,"Hayward Field, Eugene, OR (USA)",22 JUN 2012,0.8
8.23,Salim SDIRI,26 OCT 1978,FRA,1,Pierre-Bénite (FRA),07 JUN 2013,1.8
8.23,Louis TSATOUMAS,12 FEB 1982,GRE,1,Athina (GRE),21 JUL 2013,0.4
8.23,Chris TOMLINSON,15 SEP 1981,GBR,1,Bottrop (GER),01 JUN 2014,1.8
8.23,Jeff HENDERSON,19 FEB 1989,USA,2,"National Stadium, Beijing (CHN)",20 MAY 2015,0.1
8.23,Michael HARTFIELD,29 MAR 1990,USA,2,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1.4
8.23,Xinglong GAO,12 MAR 1994,CHN,1,"National Stadium, Beijing (CHN)",18 MAY 2016,0.5
8.23,Damar FORBES,11 SEP 1990,JAM,1,"Stade Louis II, Monaco (MON)",15 JUL 2016,1.5
8.23,Yuhao SHI,26 SEP 1998,CHN,6,"Olympic Stadium, London (GBR)",05 AUG 2017,-0.3
8.23,Jianan WANG,27 AUG 1996,CHN,7,"Olympic Stadium, London (GBR)",05 AUG 2017,0.6
8.23,Andwuelle WRIGHT,08 AUG 1997,TTO,1,Port-of-Spain (TTO),23 JUN 2018,1.5
8.23,Sergey NYKYFOROV,06 FEB 1994,UKR,1,Lutsk (UKR),19 JUL 2018,1.0
8.23,Xinglong GAO,12 MAR 1994,CHN,2,La Chaux-de-Fonds (SUI),30 JUN 2019,1.0
8.23,Hibiki TSUHA,21 JAN 1998,JPN,3,Fukui (JPN),17 AUG 2019,0.6
8.23,Ruswahl SAMAAI,25 SEP 1991,RSA,5,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,-0.3
8.23,Tajay GAYLE,02 AUG 1996,JAM,,"Jamaica College Ashenheim Stadium, Kingston (JAM)",11 JUL 2020,1.6
8.23,Samory FRAGA,29 NOV 1996,BRA,1,Bragança Paulista (BRA),24 APR 2021,1.3
8.23,Yuki HASHIOKA,23 JAN 1999,JPN,1,"Denka Big Swan Stadium, Niigata (JPN)",06 JUN 2021,1.3
8.23,Tajay GAYLE,02 AUG 1996,JAM,1,"National Stadium, Kingston (JAM)",26 JUN 2021,0.6
8.23,Thobias MONTLER,15 FEB 1996,SWE,3,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1.4
8.23,. SREESHANKAR,27 MAR 1999,IND,1,"Jawaharlal Nehru Stadium, Chennai (IND)",11 JUN 2022,0.2
8.23,William WILLIAMS,31 JAN 1995,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",15 APR 2023,1.0
8.22,Preston CARRINGTON,12 JUN 1949,USA,1q2,"Olympiastadion, München (GER)",08 SEP 1972,0.1
8.22,Larry DOUBLEY,16 MAR 1958,USA,1,"Champaign, IL (USA)",03 JUN 1977,
8.22,Arnie ROBINSON,07 APR 1948,USA,1,Zürich (SUI),24 AUG 1977,0.0
8.22,LaMonte KING,18 DEC 1959,USA,1,San José (USA),12 MAY 1979,
8.22,Larry MYRICKS,10 MAR 1956,USA,,"Colorado Springs, CO (USA)",28 JUL 1979,
8.22,David GIRALT,28 JUN 1959,CUB,3,"Olympic Stadium, Montréal (CAN)",26 AUG 1979,0.6
8.22,Larry MYRICKS,10 MAR 1956,USA,1,Köln (GER),10 AUG 1980,
8.22,Mike CONLEY,05 OCT 1962,USA,1,"Austin, TX (USA)",11 MAY 1984,0.7
8.22,Uwe LANGE,13 DEC 1954,GDR,1,Dresden (GER),19 MAY 1984,1.6
8.22,Jaime JEFFERSON,17 JAN 1962,CUB,1,Fürth (GER),09 JUN 1984,1.0
8.22,Gyula PÁLÓCZI,13 SEP 1962,HUN,1,Budapest (HUN),27 JUL 1984,1.7
8.22,Yuriy KHARITONOV,23 JUL 1959,URS,1,Gorkiy (URS),11 AUG 1984,
8.22,Sergey LAYEVSKIY,03 MAR 1959,URS,3,Moskva (URS),17 AUG 1984,-0.5
8.22,Mike MCRAE,09 JUL 1955,USA,3,Budapest (HUN),20 AUG 1984,0.5
8.22,Mike MCRAE,09 JUL 1955,USA,3,Zürich (SUI),22 AUG 1984,-0.3
8.22,Jaime JEFFERSON,17 JAN 1962,CUB,1,Zaragoza (ESP),20 JUN 1985,
8.22,Mike CONLEY,05 OCT 1962,USA,1,Stuttgart (GER),13 JUL 1985,
8.22,Mike CONLEY,05 OCT 1962,USA,1,"Stadio Olimpico, Roma (ITA)",07 SEP 1985,
8.22,Larry MYRICKS,10 MAR 1956,USA,2,"Stadio Olimpico, Roma (ITA)",07 SEP 1985,
8.22,Dezalya MANNS,09 NOV 1964,USA,1,"Harrisonburg, VA (USA)",23 APR 1988,
8.22,Mike POWELL,10 NOV 1963,USA,1,"Walnut, CA (USA)",24 APR 1988,1.8
8.22,Larry MYRICKS,10 MAR 1956,USA,1,Jerez de la Frontera (ESP),28 JUN 1988,0.2
8.22,Sergey ZAOZERSKIY,27 JAN 1964,URS,1,Bryansk (URS),11 JUL 1988,1.8
8.22,Larry MYRICKS,10 MAR 1956,USA,q,"Indianapolis, IN (USA)",17 JUL 1988,-0.7
8.22,Jaime JEFFERSON,17 JAN 1962,CUB,1,Rieti (ITA),31 AUG 1988,
8.22,Norbert BRIGE,09 JAN 1964,FRA,1,Nimes (FRA),03 SEP 1988,1.6
8.22,Vernon GEORGE,06 OCT 1964,USA,1,"Houston, TX (USA)",27 MAY 1989,1.7
8.22,Larry MYRICKS,10 MAR 1956,USA,1,"Stadio Adriatico, Pescara (ITA)",19 JUL 1989,-0.7
8.22,Yussuf ALLI,28 JUL 1960,NGR,2,"Stade Louis II, Monaco (MON)",01 SEP 1989,0.3
8.22,Borut BILAC,14 APR 1965,YUG,1,Beograd (SRB),24 JUN 1990,-0.5
8.22,Robert EMMIYAN,16 FEB 1965,URS,2,Villeneuve d'Ascq (FRA),28 JUN 1990,1.2
8.22,Mike POWELL,10 NOV 1963,USA,1,Grosseto (ITA),13 AUG 1990,-1.6
8.22,Keith TALLEY,28 JAN 1964,USA,2,Helsinki (FIN),27 JUN 1991,0.0
8.22,George OGBEIDE,04 AUG 1968,NGR,1,Cairo (EGY),24 SEP 1991,1.8
8.22,Gordon MCKEE,12 OCT 1966,USA,2,"New York, NY (USA)",24 MAY 1992,1.1
8.22,Iván PEDROSO,17 DEC 1972,CUB,1,Udine (ITA),28 JUN 1992,0.2
8.22,Huang GENG,10 JUL 1970,CHN,2q2,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992,
8.22,Konstantinos KOUKODIMOS,14 SEP 1969,GRE,3q2,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992,
8.22,Iván PEDROSO,17 DEC 1972,CUB,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,0.3
8.22,Obinna EREGBU,09 NOV 1969,NGR,q,Victoria (CAN),24 AUG 1994,1.2
8.22,Mike POWELL,10 NOV 1963,USA,1,Madrid (ESP),06 SEP 1994,0.0
8.22,Aleksandr GLAVATSKIY,02 MAY 1970,BLR,1,Trapani (ITA),27 SEP 1995,
8.22,Erick WALDER,05 NOV 1971,USA,6,"Atlanta, GA (USA)",19 JUN 1996,0.0
8.22,Jaime JEFFERSON,17 JAN 1962,CUB,3,Salamanca (ESP),05 JUL 1996,1.5
8.22,Joe GREENE,17 FEB 1967,USA,2,Stockholm (SWE),07 JUL 1997,0.2
8.22,Erick WALDER,05 NOV 1971,USA,1,Nice (FRA),16 JUL 1997,-0.4
8.22,Erick WALDER,05 NOV 1971,USA,1,Luzern (SUI),02 JUL 1998,0.9
8.22,Peter BURGE,03 JUL 1974,AUS,1,Kuala Lumpur (MAS),20 SEP 1998,-0.9
8.22,Jai TAURIMA,26 JUN 1972,AUS,2,Kuala Lumpur (MAS),20 SEP 1998,-0.4
8.22,Erick WALDER,05 NOV 1971,USA,1,"Fayetteville, AR (USA)",17 APR 1999,1.9
8.22,Iván PEDROSO,17 DEC 1972,CUB,1,"Olympiastadion, Berlin (GER)",07 SEP 1999,0.7
8.22,Kader KLOUCHI,01 JUN 1969,FRA,1,Arles (FRA),04 JUN 2000,1.9
8.22,Vitaliy SHKURLATOV,25 MAY 1979,RUS,1,"International Stadium, Gateshead (GBR)",15 JUL 2000,1.8
8.22,Yago LAMELA,24 JUL 1977,ESP,1,Thessaloniki (GRE),30 AUG 2000,0.1
8.22,Dalong LI,21 OCT 1980,CHN,1,Baoding (CHN),15 JUN 2001,-0.9
8.22,Vladimir MALYAVIN,04 MAR 1973,RUS,1,Moskva (RUS),27 JUL 2001,
8.22,Dwight PHILLIPS,01 OCT 1977,USA,1,"Tempe, AZ (USA)",13 APR 2002,0.0
8.22,Miguel PATE,13 JUN 1979,USA,1,Malles Venosta (ITA),13 JUL 2002,0.0
8.22,Volodymyr ZYUSKOV,29 AUG 1981,UKR,1,Kalamata (GRE),31 MAY 2003,0.0
8.22,Savanté STRINGFELLOW,06 NOV 1978,USA,3,"Palo Alto, CA (USA)",20 JUN 2003,0.7
8.22,Volodymyr ZYUSKOV,29 AUG 1981,UKR,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUL 2003,1.7
8.22,Yago LAMELA,24 JUL 1977,ESP,3,"Stade de France, Paris-St-Denis (FRA)",29 AUG 2003,0.5
8.22,Jadel GREGÓRIO,16 SEP 1980,BRA,1,São Paulo (BRA),03 JUN 2004,-1.2
8.22,Iván PEDROSO,17 DEC 1972,CUB,1,Fort-de-France (FRA),30 APR 2005,2.0
8.22,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,1q1,"Olympiastadion, Helsinki (FIN)",12 AUG 2005,0.2
8.22,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,2,Helsinki (FIN),26 JUL 2006,1.5
8.22,Salim SDIRI,26 OCT 1978,FRA,2,Rieti (ITA),27 AUG 2006,0.6
8.22,Ahmed Fayez MARZOUK,06 SEP 1976,KSA,2,Qatif (KSA),22 NOV 2006,2.0
8.22,Mohamed Salman AL KHUWALIDI,19 JUN 1981,KSA,3,Qatif (KSA),22 NOV 2006,1.6
8.22,James BECKFORD,09 JAN 1975,JAM,2,Chania (GRE),09 JUN 2007,1.3
8.22,Can ZHOU,20 MAY 1979,CHN,1,Suzhou (CHN),09 JUN 2007,0.8
8.22,Trevell QUINLEY,16 JAN 1983,USA,,"Indianapolis, IN (USA)",22 JUN 2007,1.9
8.22,Runrun LI,24 FEB 1983,CHN,1,Wuhan (CHN),07 JUL 2007,-0.3
8.22,Dwight PHILLIPS,01 OCT 1977,USA,1q1,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,-0.4
8.22,Tarik BOUGUETAIB,30 APR 1981,MAR,1,Meknés (MAR),29 MAR 2008,
8.22,Gable GARENAMOTSE,28 FEB 1977,BOT,1f2,Bad Langensalza (GER),07 JUN 2008,0.7
8.22,Tommi EVILÄ,06 APR 1980,FIN,1,Göteborg (SWE),28 JUN 2008,1.0
8.22,Miguel PATE,13 JUN 1979,USA,3,"Eugene, OR (USA)",29 JUN 2008,1.4
8.22,Mohamed Salman AL KHUWALIDI,19 JUN 1981,KSA,2,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,-0.3
8.22,Fabrice LAPIERRE,17 OCT 1983,AUS,3,"Stadio Olimpico, Roma (ITA)",10 JUL 2009,-0.2
8.22,Christian REIF,24 OCT 1984,GER,1f1,Weinheim (GER),22 MAY 2010,1.6
8.22,Tommi EVILÄ,06 APR 1980,FIN,2,Bad Langensalza (GER),05 JUN 2010,2.0
8.22,Tyrone SMITH,07 AUG 1984,BER,1,Mayagüez (PUR),26 JUL 2010,-0.1
8.22,Greg RUTHERFORD,17 NOV 1986,GBR,2,New Delhi (IND),09 OCT 2010,0.4
8.22,Luis Alberto RIVERA MORALES,21 JUN 1987,MEX,1,"Walnut, CA (USA)",21 APR 2012,-2.2
8.22,Aleksandr MENKOV,07 DEC 1990,RUS,1,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1.6
8.22,Will CLAYE,13 JUN 1991,USA,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,0.9
8.22,Roman NOVOTNÝ,05 JAN 1986,CZE,2,Brno (CZE),04 JUL 2012,1.4
8.22,Michel TORNÉUS,26 MAY 1986,SWE,1,Kuortane (FIN),22 JUL 2012,2.0
8.22,Greg RUTHERFORD,17 NOV 1986,GBR,3,"Hayward Field, Eugene, OR (USA)",31 MAY 2013,1.6
8.22,Eusebio CÁCERES,10 SEP 1991,ESP,1,Rabat (MAR),09 JUN 2013,-0.1
8.22,Jeff HENDERSON,19 FEB 1989,USA,2,"Drake Stadium, Des Moines, IA (USA)",23 JUN 2013,2.0
8.22,Christian REIF,24 OCT 1984,GER,1,Dillingen (GER),21 JUL 2013,1.4
8.22,Christian REIF,24 OCT 1984,GER,6,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,0.1
8.22,Louis TSATOUMAS,12 FEB 1982,GRE,1,Kalamata (GRE),31 MAY 2014,1.4
8.22,Alyn CAMARA,31 MAR 1989,GER,1,Leverkusen (GER),05 JUN 2015,0.4
8.22,Jeff HENDERSON,19 FEB 1989,USA,4,"Letzigrund, Zürich (SUI)",03 SEP 2015,0.5
8.22,Stefan BRITS,19 JAN 1992,RSA,1f2,"Tallahassee, FL (USA)",14 MAY 2016,1.3
8.22,Deokhyeon KIM,08 DEC 1985,KOR,1,Ried im Innkreis (AUT),10 JUN 2016,0.4
8.22,Vasiliy KOPEYKIN,09 MAR 1988,RUS,1q,Cheboksary (RUS),20 JUN 2016,1.2
8.22,Xinglong GAO,12 MAR 1994,CHN,2,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,0.1
8.22,Zarck VISSER,15 SEP 1989,RSA,1,Bad Langensalza (GER),17 JUN 2017,1.5
8.22,Zarck VISSER,15 SEP 1989,RSA,,"Moratalaz, Madrid (ESP)",14 JUL 2017,0.7
8.22,Artyom PRIMAK,14 JAN 1993,RUS,1,Zhukovskiy (RUS),29 JUL 2017,0.7
8.22,Ruswahl SAMAAI,25 SEP 1991,RSA,3,Gold Coast (AUS),11 APR 2018,0.2
8.22,Henry FRAYNE,14 APR 1990,AUS,5,Bad Langensalza (GER),30 JUN 2018,2.0
8.22,Maykel MASSÓ,08 MAY 1999,CUB,1,Camagüey (CUB),09 FEB 2019,1.9
8.22,Yuki HASHIOKA,23 JAN 1999,JPN,1,Doha (QAT),24 APR 2019,0.5
8.22,Thobias MONTLER,15 FEB 1996,SWE,1,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1.5
8.22,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,Patra (GRE),28 JUL 2019,-0.3
8.22,Miltiadis TENTOGLOU,18 MAR 1998,GRE,2q2,"National Stadium, Tokyo (JPN)",31 JUL 2021,0.1
8.22,LaQuan NAIRN,31 JUL 1996,BAH,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",16 APR 2022,2.0
