Mark,Competitor,DOB,Nat,Pos,Venue,Date
19:23.53,Mariusz ORNOCH,10 NOV 1969,POL,6,Sopot (POL),14 JUN 1997
19:23.72,Chris ERICKSON,01 DEC 1981,AUS,1,Melbourne (AUS),01 MAR 2015
19:23.77,Evan DUNFEE,28 SEP 1990,CAN,1,Coquitlam (CAN),12 JUN 2011
19:23.78,Gianluca PICCHIOTTINO,22 AUG 1996,ITA,1,Livorno (ITA),14 JUL 2018
19:23.80,Matej TÓTH,10 FEB 1983,SVK,1,Banská Bystrica (SVK),07 MAY 2005
19:24.00,Kai KOBAYASHI,28 FEB 1993,JPN,3,Kitami (JPN),12 JUL 2015
19:24.08,Erik TYSSE,04 DEC 1980,NOR,1,Jessheim (NOR),22 AUG 2014
19:24.13,Diego GARCÍA CARRERA,19 JAN 1996,ESP,3,Cáceres (ESP),02 JUL 2014
19:24.13,Koki IKEDA,03 MAY 1998,JPN,3,Abashiri (JPN),04 JUL 2018
19:24.18,Richard VARGAS,28 DEC 1994,VEN,1,Barquisimeto (VEN),26 APR 2014
19:24.51,Jamie COSTIN,01 JUN 1977,IRL,5,Reims (FRA),30 JUN 2010
19:24.57,Łukasz NOWAK,18 DEC 1988,POL,2,Katowice (POL),27 MAY 2011
19:24.85,Chris ERICKSON,01 DEC 1981,AUS,1,Canberra (AUS),18 NOV 2011
19:24.87,Yohann DINIZ,01 JAN 1978,FRA,5,Reims (FRA),28 JUN 2013
19:24.91,Marc TUR,30 NOV 1994,ESP,5,Plasencia (ESP),24 JUN 2015
19:25.18,Benjamin KUCIŃSKI,01 JUN 1982,POL,3,Poznan (POL),15 SEP 2001
19:25.21,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Sydney (AUS),13 APR 2013
19:25.25,Nathan DEAKES,17 AUG 1977,AUS,4,Sydney (AUS),27 FEB 2010
19:25.44,Pavel ANDRIYENKO,30 JUL 1974,UKR,4,Grosseto (ITA),11 SEP 1996
19:25.51,Alex WRIGHT,19 DEC 1990,IRL,1,Dublin (IRL),27 MAY 2018
19:25.62,Tom BOSWORTH,17 JAN 1990,GBR,1,"Sportcity Regional Arena, Manchester (GBR)",27 JUN 2021
19:25.69,Álvaro MARTÍN,18 JUN 1994,ESP,1,Alcorcón (ESP),12 JUL 2014
19:25.86,Álvaro MARTÍN,18 JUN 1994,ESP,2,Avilés (ESP),15 JUN 2013
19:25.92,Oleh SVYSTUN,15 SEP 1997,UKR,1,"Avangard Stadium, Lutsk (UKR)",15 AUG 2020
19:25.94,Callum WILKINSON,14 MAR 1997,GBR,1,"Sportcity Regional Arena, Manchester (GBR)",05 SEP 2020
19:26.00,Serhiy BUDZA,06 DEC 1984,UKR,2,Kropyvnytskiy (UKR),25 JUN 2018
19:26.00,Hiroto JUSHO,11 JAN 2000,JPN,4,"Juntendo University Stadium, Inzai (JPN)",25 OCT 2020
19:26.08,Mikita KALIADA,15 JUL 2000,BLR,2,"Dinamo National Olympic Stadium, Minsk (BLR)",01 AUG 2020
19:26.12,Sylvain CAUDRON,10 SEP 1969,FRA,2,Bugeat (FRA),01 JUN 1997
19:26.55,Rafał AUGUSTYN,14 MAY 1984,POL,2,Kraków (POL),10 SEP 2011
19:26.64,Adam RUTTER,24 DEC 1986,AUS,3,Brisbane (AUS),02 FEB 2008
19:26.67,Kevin CAMPION,23 MAY 1988,FRA,1,Amiens (FRA),27 JUN 2015
19:26.76,Chris ERICKSON,01 DEC 1981,AUS,6f1,Sydney (AUS),18 FEB 2012
19:26.76,Rhydian COWLEY,04 JAN 1991,AUS,2,"Albert Park, Melbourne (AUS)",05 MAR 2016
19:26.8h,Perseus KARLSTRÖM,02 MAY 1990,SWE,1,Melbourne (AUS),10 DEC 2017
19:26.86,Federico TONTODONATI,30 OCT 1989,ITA,1,"Campo Sportivo Paolo Rava, Chivasso (ITA)",10 SEP 2017
19:26.87,Aleksandr YARGUNKIN,06 JAN 1981,RUS,2,Reims (FRA),08 JUL 2008
19:26.97,Ilya MARKOV,19 JUN 1972,RUS,1,Zamość (POL),06 SEP 2008
19:26.97,Will THOMPSON,18 NOV 2002,AUS,3,"Lakeside Stadium, Melbourne (AUS)",26 FEB 2022
19:27.06,Kevin CAMPION,23 MAY 1988,FRA,1,Moulins (FRA),22 MAY 2016
19:27.10,Tomohiro NODA,24 JAN 1996,JPN,4,Abashiri (JPN),04 JUL 2018
19:27.14,Alberto AMEZCUA,10 MAY 1992,ESP,1,Granada (ESP),09 MAR 2019
19:27.30,Hichem MEDJBER,10 FEB 1982,ALG,1,Biskra (ALG),17 MAR 2012
19:27.35,Matej TÓTH,10 FEB 1983,SVK,1,Jablonec nad Nisou (CZE),29 AUG 2009
19:27.39,Alex WRIGHT,19 DEC 1990,GBR,1,Birmingham (GBR),14 JUL 2013
19:27.56,Hatem GHOULA,07 JUN 1973,TUN,2,Montreuil-sous-Bois (FRA),11 JUN 2009
19:27.63,Adam RUTTER,24 DEC 1986,AUS,3,Sydney (AUS),28 FEB 2009
19:27.64,Tomasz LIPIEC,10 MAY 1971,POL,2,Warszawa (POL),24 JUN 2000
19:27.8h,Fanis SHAYKHUTDINOV,27 MAY 1969,RUS,4,Moskva (RUS),23 JAN 1997
19:27.84,Scott NELSON,10 OCT 1969,NZL,2,Melbourne (AUS),20 FEB 1997
19:27.98,Marc TUR,30 NOV 1994,ESP,2,Alcorcón (ESP),12 JUL 2014
19:28.03,Luke ADAMS,22 OCT 1976,AUS,3f1,Brisbane (AUS),07 FEB 2009
19:28.20,Leonardo DEI TOS,27 APR 1992,ITA,1,Trento (ITA),26 JUL 2016
19:28.54,Kevin CAMPION,23 MAY 1988,FRA,1,Valence (FRA),20 MAY 2012
19:28.56,Erik KALINA,25 SEP 1975,SVK,2,Banská Bystrica (SVK),30 AUG 1998
19:28.59,Matej TÓTH,10 FEB 1983,SVK,1,"Atletický štadión TU, Košice (SVK)",15 SEP 2020
19:28.65,Grzegorz SUDOŁ,28 AUG 1978,POL,1,Kraków (POL),04 SEP 2010
19:28.66,Tim SEAMAN,14 MAY 1972,USA,,"La Jolla, CA (USA)",07 JUN 2003
19:28.66,Isamu FUJISAWA,12 OCT 1987,JPN,1,Kushiro (JPN),10 JUL 2010
19:28.67,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Sydney (AUS),09 MAR 2013
19:28.75,Sergey SHARYPOV,14 APR 1992,RUS,3,Moskva (RUS),18 JUL 2016
19:28.86,Jakub JELONEK,07 JUL 1985,POL,3,Katowice (POL),27 MAY 2011
19:28.9h,Mikel ODRIOZOLA,25 MAY 1973,ESP,1,L’Hospitalet-près-l’Andorre (FRA),13 MAY 2000
19:28.99,Satoshi YANAGISAWA,19 JAN 1971,JPN,1,Utsunomiya (JPN),15 MAY 2004
19:29.16,Łukasz NOWAK,18 DEC 1988,POL,1,Gdansk (POL),14 JUN 2014
19:29.20,Aurélien QUINION,27 JAN 1993,FRA,1,"Stade de Montbauron, Versailles (FRA)",08 MAY 2022
19:29.40,Nazar KOVALENKO,09 FEB 1987,UKR,2,"Avangard Stadium, Lutsk (UKR)",15 AUG 2020
19:29.51,Andriy KOVENKO,25 NOV 1973,UKR,1,Palafrugell (ESP),30 MAY 2009
19:29.65,Álvaro MARTÍN,18 JUN 1994,ESP,1,Azuaga (ESP),07 DEC 2019
19:29.66,Yohann DINIZ,01 JAN 1978,FRA,1,Troyes (FRA),05 MAY 2019
19:29.84,Andrew JACHNO,13 APR 1962,AUS,1,Melbourne (AUS),31 MAR 1990
19:29.87,Tom BOSWORTH,17 JAN 1990,GBR,1,Birmingham (GBR),31 JUL 2011
19:29.90,Hassanine SEBEI,21 JAN 1984,TUN,1,Radés (TUN),09 JUN 2012
19:29.94,Chris BRITZ,13 JAN 1963,RSA,2,Pietersburg (RSA),27 MAR 1997
19:29.98,Joni HAVA,14 JUN 1999,FIN,1,"Kuopio-halli, Kuopio (FIN)",19 FEB 2022
19:30.0h,Róbert VALÍČEK,10 MAR 1969,SVK,1,Banská Bystrica (SVK),07 SEP 1997
19:30.01,Antonin BOYEZ,09 NOV 1984,FRA,6,Reims (FRA),28 JUN 2013
19:30.15,Rui ZHANG,12 JAN 1989,CHN,1,Yantai (CHN),11 OCT 2006
19:30.28,Adrian BLOCKI,11 APR 1990,POL,2,Gdansk (POL),14 JUN 2014
19:30.4h,David MÁRQUEZ,13 OCT 1977,ESP,2,L’Hospitalet-près-l’Andorre (FRA),13 MAY 2000
19:30.45,Akihiro SUGIMOTO,20 OCT 1981,JPN,1,Kumagaya (JPN),15 MAY 2010
19:30.57,Rhydian COWLEY,04 JAN 1991,AUS,1,Brisbane (AUS),09 FEB 2013
19:30.58,Rafał FEDACZYŃSKI,03 DEC 1980,POL,2,Gdansk (POL),26 MAY 2012
19:30.6h,João VIEIRA,20 FEB 1976,POR,1,Lisboa (POR),14 JAN 2012
19:30.64,Grzegorz SUDOŁ,28 AUG 1978,POL,1,Kraków (POL),08 SEP 2012
19:30.65,Toshihito FUJINOHARA,19 SEP 1975,JPN,2,Utsunomiya (JPN),15 MAY 2004
19:30.72,Arturo DI MEZZA,16 JUL 1969,ITA,5,Grosseto (ITA),11 SEP 1996
19:30.72,Yuuki MURAO,09 AUG 1998,JPN,5,"Juntendo University Stadium, Inzai (JPN)",25 OCT 2020
19:30.73,Yohann DINIZ,01 JAN 1978,FRA,1,"Tomblaine, Nancy (FRA)",06 MAY 2018
19:30.75,Alberto AMEZCUA,10 MAY 1992,ESP,1,Málaga (ESP),24 JUN 2017
19:30.76,Satoshi MARUO,28 NOV 1991,JPN,4,Kitami (JPN),12 JUL 2015
19:30.79,Salih KORKMAZ,01 JAN 1997,TUR,1,Bursa (TUR),29 AUG 2020
19:30.80,Jakub JELONEK,07 JUL 1985,POL,2,Kraków (POL),08 SEP 2012
19:30.86,Rafał AUGUSTYN,14 MAY 1984,POL,3,Mielec (POL),06 JUN 2014
19:31.04,Giovanni DE BENEDICTIS,08 JAN 1968,ITA,1,Ravenna (ITA),27 JUN 1987
19:31.07,Miroslav ÚRADNÍK,24 MAR 1996,SVK,1,Banská Bystrica (SVK),15 SEP 2022
19:31.11,Yuki YAMAZAKI,16 JAN 1984,JPN,1,Sapporo (JPN),06 JUN 2009
19:31.14,Álvaro MARTÍN,18 JUN 1994,ESP,1,Villafranca de los Barros (ESP),14 MAY 2022
19:31.24,Marius ŽIŪKAS,29 JUN 1985,LTU,1,Alytus (LTU),20 SEP 2014
19:31.24,Michael HOSKING,16 OCT 1985,AUS,3,"Albert Park, Melbourne (AUS)",05 MAR 2016
19:31.28,Joni HAVA,14 JUN 1999,FIN,1,"Kuparivuoren urheilukenttä, Naantali (FIN)",17 JUL 2022
19:31.55,Evan DUNFEE,28 SEP 1990,CAN,1,Burnaby (CAN),17 JUN 2016
19:31.63,Dawid TOMALA,27 AUG 1989,POL,1,Sosnowiec (POL),24 MAY 2014
19:31.78,Pyotr TROFIMOV,18 DEC 1983,RUS,2,Marseille (FRA),06 JUN 2015
19:31.81,Bertrand MOULINET,06 JAN 1987,FRA,6,Reims (FRA),30 JUN 2010
19:31.97,Pascal SERVANTY,26 MAY 1966,FRA,1,Vittel (FRA),02 SEP 2000
19:32.14,Mohamed AMEUR,01 NOV 1984,ALG,2,Biskra (ALG),17 MAR 2012
19:32.37,Diego GARCÍA CARRERA,19 JAN 1996,ESP,3,Alcorcón (ESP),12 JUL 2014
19:32.4h,José Alejandro CAMBIL,26 JAN 1975,ESP,1,Valencia (ESP),13 MAY 2000
19:32.60,Mateusz NOWAK,06 MAY 1996,POL,1,"Golęcin Stadion, Poznan (POL)",04 JUN 2023
19:32.66,Rhydian COWLEY,04 JAN 1991,AUS,1,Melbourne (AUS),01 MAR 2013
19:32.68,Eduard ZABUZHENKO,18 APR 1998,UKR,3,Kropyvnytskiy (UKR),25 JUN 2018
19:32.80,Alberto AMEZCUA,10 MAY 1992,ESP,1,Granollers (ESP),14 JUL 2018
19:32.89,Federico TONTODONATI,30 OCT 1989,ITA,1,Milano (ITA),24 MAY 2014
19:33.1h,Perseus KARLSTRÖM,02 MAY 1990,SWE,1,Melbourne (AUS),26 NOV 2017
19:33.3h,Jesús Ángel GARCÍA,17 OCT 1969,ESP,1,Getafe (ESP),10 JUL 2001
19:33.38,Álvaro MARTÍN,18 JUN 1994,ESP,1,Alcobendas (ESP),18 JUN 2016
19:33.69,Kazuki TAKAHASHI,17 JUN 1996,JPN,5,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020
19:33.72,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Gold Coast (AUS),04 JAN 2014
19:33.80,Rafał AUGUSTYN,14 MAY 1984,POL,2,Katowice (POL),15 MAY 2009
19:33.91,Dawid TOMALA,27 AUG 1989,POL,4,Katowice (POL),27 MAY 2011
19:33.95,Chris ERICKSON,01 DEC 1981,AUS,1,Melbourne (AUS),18 FEB 2010
19:34.15,Roman MAGDZIARCZYK,05 JUL 1977,POL,3,Warszawa (POL),24 JUN 2000
19:34.58,Cedric HOUSSAYE,13 DEC 1979,FRA,3,Reims (FRA),05 JUL 2011
19:34.59,Alberto AMEZCUA,10 MAY 1992,ESP,1,Nerja (ESP),13 JUL 2019
19:34.6h,Federico TONTODONATI,30 OCT 1989,ITA,1,"Campo Scuola, Alessandria (ITA)",26 AUG 2020
19:34.68,Antonin BOYEZ,09 NOV 1984,FRA,2,Lille (FRA),09 JUN 2012
19:34.79,Craig BARRETT,16 NOV 1971,NZL,1,Auckland (NZL),27 JAN 1996
19:34.85,Iván LÓPEZ,29 MAR 1997,ESP,2,Lorca (ESP),19 DEC 2021
19:34.97,Anatoly GOMELEU,29 MAY 1996,BLR,1,"Dinamo National Olympic Stadium, Minsk (BLR)",18 AUG 2022
19:35.00,Zelin CAI,11 APR 1991,CHN,2,Fossano (ITA),13 SEP 2014
19:35.01,Viktor SHUMIK,21 MAY 1998,UKR,3,"Avangard Stadium, Lutsk (UKR)",15 AUG 2020
19:35.03,Grzegorz SUDOŁ,28 AUG 1978,POL,2,Zamość (POL),06 SEP 2008
19:35.05,Rafał FEDACZYŃSKI,03 DEC 1980,POL,5,Katowice (POL),27 MAY 2011
19:35.08,Stanisław STOSIK,26 MAR 1972,POL,4,Grudziadz (POL),20 JUN 1998
19:35.08,Benjamin KUCIŃSKI,01 JUN 1982,POL,3,Kraków (POL),03 SEP 2005
19:35.09,Benjamin THORNE,19 MAR 1993,CAN,1,Vancouver (CAN),29 MAR 2013
19:35.09,Veli-Matti PARTANEN,28 OCT 1991,FIN,1,Turku (FIN),25 JUN 2015
19:35.14,Jarkko KINNUNEN,19 JAN 1984,FIN,1,Jalasjärvi (FIN),07 JUN 2009
19:35.20,Curt CLAUSEN,09 OCT 1967,USA,1,"Los Angeles, CA (USA)",07 MAR 1999
19:35.36,Iván PAJUELO,27 AUG 1993,ESP,2,Pamplona (ESP),27 JUL 2019
19:35.40,Callum WILKINSON,14 MAR 1997,GBR,1,Tamworth (GBR),02 JUL 2016
19:35.51,Chris ERICKSON,01 DEC 1981,AUS,1,Melbourne (AUS),02 MAR 2014
19:35.55,Herve DAVAUX,22 AUG 1978,FRA,1,Blois (FRA),03 MAY 2009
19:35.57,Kazuki TAKAHASHI,17 JUN 1996,JPN,1,Kitami (JPN),17 JUL 2019
19:35.58,Isamu FUJISAWA,12 OCT 1987,JPN,6,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020
19:35.59,Diego GARCÍA CARRERA,19 JAN 1996,ESP,2,Ciudad Real (ESP),17 JUN 2017
19:35.68,Takuya YOSHIDA,10 AUG 1990,JPN,1,Ibaraki (JPN),18 MAY 2013
19:35.69,Kevin CAMPION,23 MAY 1988,FRA,1,Vénissieux (FRA),06 MAY 2017
19:35.69,Kevin CAMPION,23 MAY 1988,FRA,1,Villefranche-sur-Saone (FRA),21 MAY 2017
19:35.70,Arturo DI MEZZA,16 JUL 1969,ITA,3,Formia (ITA),18 MAY 1996
19:35.7h,Quentin REW,16 JUL 1984,NZL,2,Melbourne (AUS),10 DEC 2017
19:35.73,Benjamin THORNE,19 MAR 1993,CAN,1,Burnaby (CAN),07 APR 2013
19:35.73,Manuel BERMÚDEZ,12 DEC 1997,ESP,2,Murcia (ESP),06 JUN 2018
19:35.75,Adam RUTTER,24 DEC 1986,AUS,3,Sydney (AUS),19 MAR 2011
19:35.75,Iván LÓPEZ,29 MAR 1997,ESP,2,Lorca (ESP),15 FEB 2020
19:35.76,Antonin BOYEZ,09 NOV 1984,FRA,2,Villeneuve d'Ascq (FRA),27 JUN 2008
19:35.79,Yuki YAMAZAKI,16 JAN 1984,JPN,1,Toyama (JPN),23 SEP 2001
19:35.82,Máté HELEBRANDT,12 JAN 1989,HUN,1,Budapest (HUN),22 JUL 2016
19:35.90,Maher BEN HLIMA,24 JUL 1989,TUN,1,"Stadion Zygmunta Szelesta, Warszawa (POL)",13 MAY 2023
19:35.97,Anatoly GOMELEU,29 MAY 1996,BLR,3,"Dinamo National Olympic Stadium, Minsk (BLR)",01 AUG 2020
19:35.99,Håvard HAUKENES,22 APR 1990,NOR,1,Sandnes (NOR),25 AUG 2017
19:36.28,Rafał FEDACZYŃSKI,03 DEC 1980,POL,4,Katowice (POL),02 JUL 2014
19:36.30,Adam RUTTER,24 DEC 1986,AUS,3,Melbourne (AUS),09 MAR 2006
19:36.39,Marc TUR,30 NOV 1994,ESP,2,Alcobendas (ESP),18 JUN 2016
19:36.45,Marius ŽIŪKAS,29 JUN 1985,LTU,1,"Palangos Stadionas, Palanga (LTU)",29 MAY 2021
19:36.61,Evan DUNFEE,28 SEP 1990,CAN,1,Canberra (AUS),28 JAN 2018
19:36.64,Francisco José PINARDO,15 MAR 1975,ESP,2,Getafe (ESP),12 JUL 2002
19:36.78,Takayuki TANII,14 FEB 1983,JPN,1,Amagasaki (JPN),19 MAY 2013
19:36.80,Iván LÓPEZ,29 MAR 1997,ESP,1,Murcia (ESP),30 JAN 2021
19:36.84,Dion RUSSELL,08 MAY 1975,AUS,3,Hobart (AUS),16 FEB 1997
19:37.07,Máté HELEBRANDT,12 JAN 1989,HUN,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",11 SEP 2021
19:37.22,Kevin CAMPION,23 MAY 1988,FRA,1,La Roche-sur-Yon (FRA),12 JUL 2019
19:37.34,Aliaksandr LIAKHOVICH,04 JUL 1989,BLR,2,"Dinamo National Olympic Stadium, Minsk (BLR)",18 AUG 2022
19:37.34,Paul MCGRATH,07 MAR 2002,ESP,1,"Estadio Vallehermoso, Madrid (ESP)",10 JUN 2023
19:37.35,Herve DAVAUX,22 AUG 1978,FRA,1,Saran (FRA),24 JUN 2010
19:37.71,Vitaliy GORDEY,11 JUL 1973,BLR,5,Grudziadz (POL),20 JUN 1998
19:37.77,Sergio SPAGNULIO,07 OCT 1962,ITA,1,Ferrara (ITA),18 JUN 1998
19:37.84,Robert HEFFERNAN,28 FEB 1978,IRL,3,Villeneuve d'Ascq (FRA),08 JUN 2007
19:37.85,Jerry JOKINEN,18 MAR 2002,FIN,2,"Kuparivuoren urheilukenttä, Naantali (FIN)",17 JUL 2022
19:37.89,Benjamin KUCIŃSKI,01 JUN 1982,POL,2,Villeneuve d'Ascq (FRA),30 JUN 2009
19:37.93,Hassanine SEBEI,21 JAN 1984,TUN,1,Villeneuve d'Ascq (FRA),22 MAY 2016
19:37.96,Robert HEFFERNAN,28 FEB 1978,IRL,3,Murcia (ESP),26 JUN 2016
19:38.03,Rafał SIKORA,17 FEB 1987,POL,6,Katowice (POL),27 MAY 2011
19:38.07,Jamie COSTIN,01 JUN 1977,IRL,3,Reims (FRA),14 JUL 2009
19:38.09,Alex SCHWAZER,26 NOV 1984,ITA,2,Milano (ITA),02 JUL 2008
19:38.19,Grzegorz SUDOŁ,28 AUG 1978,POL,1,Rzeszów (POL),26 APR 2008
19:38.19,Gabriel BORDIER,08 OCT 1997,FRA,1,Albi (FRA),07 JUL 2018
19:38.20,José Antonio GONZÁLEZ,15 JUN 1979,ESP,1,Gavá (ESP),12 JUN 2005
19:38.22,Troy SUNDSTROM,30 APR 1981,AUS,1,Sydney (AUS),19 FEB 2000
19:38.37,Aleksi OJALA,09 DEC 1992,FIN,1,"Leppävaaran Stadion, Espoo (FIN)",05 AUG 2020
19:38.39,Matej TÓTH,10 FEB 1983,SVK,1,Banská Bystrica (SVK),11 MAY 2013
19:38.41,Yohann DINIZ,01 JAN 1978,FRA,1,Reims (FRA),22 MAY 2011
19:38.5h,Giorgio RUBINO,15 APR 1986,ITA,1,Matera (ITA),07 SEP 2006
19:38.60,João VIEIRA,20 FEB 1976,POR,1,Leiria (POR),27 JUL 2019
19:38.62,Tom BOSWORTH,17 JAN 1990,GBR,2,Birmingham (GBR),14 JUL 2013
19:38.73,Marius SAVELSKIS,30 JUL 1994,LTU,1,Kaunas (LTU),16 MAY 2015
19:38.77,Máté HELEBRANDT,12 JAN 1989,HUN,1,Budapest (HUN),14 JUN 2014
19:38.81,Declan TINGAY,06 FEB 1999,AUS,2,Canberra (AUS),28 JAN 2018
19:38.93,Rafał DYŚ,14 JAN 1982,POL,2,Czestochowa (POL),25 MAY 2002
19:38.98,Federico TONTODONATI,30 OCT 1989,ITA,1,"Stadio San Cassiano, Alba (ITA)",04 SEP 2020
19:39.05,Ivan BANZERUK,09 FEB 1990,UKR,2,Kyiv (UKR),03 JUN 2014
19:39.13,Federico TONTODONATI,30 OCT 1989,ITA,1,Agropoli (ITA),23 SEP 2017
19:39.19,Iván PAJUELO,27 AUG 1993,ESP,2,Plasencia (ESP),27 JUN 2018
19:39.26,Yanjun CAO,,CHN,1,Zhengzhou (CHN),28 AUG 2005
19:39.3h,Māris PUTENIS,20 JUN 1982,LAT,1,Riga (LAT),04 JUL 2000
19:39.36,Miroslav ÚRADNÍK,24 MAR 1996,SVK,1,"Atletický štadión TU, Košice (SVK)",25 JUL 2020
19:39.4h,Peter TICHÝ,12 MAR 1969,SVK,2,Banská Bystrica (SVK),07 SEP 1997
19:39.5h,José Alejandro DOMÍNGUEZ,29 JUL 1980,ESP,2,Sanlúcar de Barrameda (ESP),15 JUN 2002
19:39.53,Bertrand MOULINET,06 JAN 1987,FRA,1,Amiens (FRA),22 JUN 2013
19:39.66,Ivan BANZERUK,09 FEB 1990,UKR,4,"Avangard Stadium, Lutsk (UKR)",15 AUG 2020
19:39.69,Chris ERICKSON,01 DEC 1981,AUS,4,Sydney (AUS),28 FEB 2009
19:39.74,Álvaro MARTÍN,18 JUN 1994,ESP,1,Ciudad Real (ESP),19 SEP 2020
19:39.75,Kai KOBAYASHI,28 FEB 1993,JPN,7,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020
19:39.85,Koichiro MORIOKA,02 APR 1985,JPN,2,Sapporo (JPN),06 JUN 2009
19:39.90,Claudio Erasmo VARGAS,09 DEC 1974,MEX,3,Xalapa (MEX),29 JUN 2002
19:40.04,Manuel BERMÚDEZ,12 DEC 1997,ESP,4,Murcia (ESP),26 JUN 2016
19:40.1h,Trond NYMARK,28 DEC 1976,NOR,1,Bergen (NOR),24 SEP 2008
19:40.11,Jean BLANCHETEAU,07 JAN 1996,FRA,3,"Stade Raymond Petit, Tomblaine (FRA)",14 JUN 2016
19:40.25,Gabriel BORDIER,08 OCT 1997,FRA,1,La Pommeraye (FRA),04 MAY 2019
19:40.42,Rafał FEDACZYŃSKI,03 DEC 1980,POL,3,Gdansk (POL),14 JUN 2014
19:40.48,Toshikazu YAMANISHI,15 FEB 1996,JPN,1,Tokyo (JPN),10 OCT 2015
19:40.48,Oleh SVYSTUN,15 SEP 1997,UKR,4,Kropyvnytskiy (UKR),25 JUN 2018
19:40.65,José David DOMÍNGUEZ,29 JUL 1980,ESP,2,Zaragoza (ESP),09 JUL 2005
19:40.71,Alex WRIGHT,19 DEC 1990,IRL,1,Cork (IRL),15 JUN 2014
19:40.72,Augusto CARDOSO,13 DEC 1970,POR,1,Coimbra (POR),26 JUN 1999
19:40.92,Alberto AMEZCUA,10 MAY 1992,ESP,1,Granada (ESP),13 APR 2019
19:40.94,Cedric HOUSSAYE,13 DEC 1979,FRA,3,Villeneuve d'Ascq (FRA),27 JUN 2008
19:40.96,Omar SEGURA,24 MAR 1981,MEX,5,Katowice (POL),02 JUL 2014
19:40.98,Alberto AMEZCUA,10 MAY 1992,ESP,4,Alcorcón (ESP),12 JUL 2014
19:40.98,Yuki KURUMISAWA,11 DEC 1995,JPN,1,Kumagaya (JPN),05 JUN 2015
19:41.0h,Quentin REW,16 JUL 1984,NZL,1,Melbourne (AUS),22 NOV 2015
19:41.13,Michele ANTONELLI,23 MAY 1994,ITA,1,"Stadio Gino Salveti, Cassino (ITA)",21 MAY 2022
19:41.2h,Santiago PÉREZ,15 JAN 1972,ESP,2,San Sebastián (ESP),22 MAY 1999
19:41.20,Håvard HAUKENES,22 APR 1990,NOR,1,Byrkjelo (NOR),18 AUG 2018
19:41.25,Evan DUNFEE,28 SEP 1990,CAN,1,Vancouver (CAN),30 MAR 2019
19:41.36,Sérgio VIEIRA,20 FEB 1976,POR,1f1,Vagos (POR),13 JUN 2015
19:41.41,Dzmitry LUKYANCHUK,02 OCT 1997,BLR,3,"Dinamo National Olympic Stadium, Minsk (BLR)",18 AUG 2022
19:41.47,Massimo FIZIALETTI,07 FEB 1965,ITA,1.0,San Marino (SMR),04 JUL 1996
19:41.49,Antonin BOYEZ,09 NOV 1984,FRA,1.0,Troyes (FRA),05 MAY 2013
19:41.51,Diego GARCÍA CARRERA,19 JAN 1996,ESP,2.0,Soria (ESP),15 JUN 2019
19:41.53,Diego GARCÍA CARRERA,19 JAN 1996,ESP,3.0,Alcobendas (ESP),18 JUN 2016
19:41.55,Isaac PALMA,26 OCT 1990,MEX,1.0,Granollers (ESP),17 JUL 2012
19:41.64,Richard VARGAS,28 DEC 1994,VEN,3.0,Cáceres (ESP),29 JUN 2016
19:41.67,Evan DUNFEE,28 SEP 1990,CAN,2.0,Vancouver (CAN),26 MAR 2011
19:41.74,Aliaksandr LIAKHOVICH,04 JUL 1989,BLR,1.0,"Dinamo National Olympic Stadium, Minsk (BLR)",26 JUN 2021
19:41.75,Matej TÓTH,10 FEB 1983,SVK,1.0,Banská Bystrica (SVK),15 SEP 2015
19:41.82,José David DOMÍNGUEZ,29 JUL 1980,ESP,1.0,Vigo (ESP),26 JUN 2010
19:41.90,Takayuki TANII,14 FEB 1983,JPN,3.0,Sapporo (JPN),06 JUN 2009
19:41.96,Leonardo DEI TOS,27 APR 1992,ITA,1.0,Trento (ITA),24 JUL 2018
19:41.98,Chuanzhan CHEN,,CHN,2.0,Zhengzhou (CHN),28 AUG 2005
19:42.13,Daniel CHAMOSA,04 MAY 1997,ESP,1.0,"Estadio de Larrabide, Pamplona (ESP)",06 MAY 2023
19:42.14,Kevin CAMPION,23 MAY 1988,FRA,1.0,Marseille (FRA),15 JUL 2017
19:42.31,Ever Jair PALMA OLIVARES,18 MAR 1992,MEX,2.0,Granollers (ESP),17 JUL 2012
19:42.33,Yuki SASAGAWA,18 NOV 1991,JPN,1.0,Kofu (JPN),30 APR 2011
19:42.34,João VIEIRA,20 FEB 1976,POR,1.0,Lisboa (POR),08 JUN 2013
19:42.49,Hassanine SEBEI,21 JAN 1984,TUN,1.0,Aix-en-Provence (FRA),08 MAY 2016
19:42.55,Denny GALANELLO,15 SEP 1976,ITA,2.0,Ferrara (ITA),18 JUN 1998
19:42.57,Håvard HAUKENES,22 APR 1990,NOR,2.0,Haugesund (NOR),31 JUL 2015
19:42.65,Matteo GIUPPONI,08 OCT 1988,ITA,2.0,Trento (ITA),26 JUL 2016
19:42.70,Wayne SNYMAN,08 MAR 1985,RSA,1.0,Pretoria (RSA),11 JUN 2016
