Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
11.24,Marina ZHIROVA,06 JUN 1963,URS,8sf1,"Olympic Stadium, Jamsil, Seoul (KOR)",25 SEP 1988,0.5
11.24,Evelyn ASHFORD,15 APR 1957,USA,2f1,"Stadio Adriatico, Pescara (ITA)",19 JUL 1989,-0.5
11.24,Silke MÖLLER,20 JUN 1964,GDR,3,"Estadio Olímpico, Barcelona (ESP)",09 SEP 1989,-1.1
11.24,Michelle BURRELL-FINN,08 MAY 1965,USA,2,Tokyo (JPN),16 SEP 1989,0.4
11.24,Sisko HANHIJOKI,25 APR 1962,FIN,2h2,"National Stadium, Tokyo (JPN)",26 AUG 1991,1.8
11.24,Anzhelika SHEVCHUK,23 FEB 1969,UKR,1,Kyiv (UKR),29 MAY 1992,2.0
11.24,Anelia NUNEVA,30 JUN 1962,BUL,3sf2,"Estadio Olímpico, Barcelona (ESP)",01 AUG 1992,-0.8
11.24,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,3,"Stadio Olimpico, Roma (ITA)",09 JUN 1993,
11.24,Zhanna TARNOPOLSKAYA,06 JUL 1972,UKR,3,Villeneuve d'Ascq (FRA),02 JUL 1993,1.4
11.24,Natalya VORONOVA,09 JUL 1965,RUS,8,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,1.5
11.24,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,5f1,Zürich (SUI),04 AUG 1993,-0.9
11.24,Elinda VORSTER,08 SEP 1965,RSA,2qf4,"Gottlieb-Daimler Stadion, Stuttgart (GER)",15 AUG 1993,0.7
11.24,Cathy FREEMAN,16 FEB 1973,AUS,1,Brisbane (AUS),05 FEB 1994,1.1
11.24,Juliet CUTHBERT,09 APR 1964,JAM,1,"FBK Stadium, Hengelo (NED)",04 JUN 1994,0.9
11.24,Liliana ALLEN,24 MAY 1970,CUB,2,Paris-St-Denis (FRA),10 JUN 1994,1.1
11.24,Zlatka GEORGIEVA,20 JUL 1969,BUL,2,Granada (ESP),27 MAY 1995,-0.3
11.24,Liliana ALLEN,24 MAY 1970,CUB,6sf1,"Ullevi Stadium, Göteborg (SWE)",07 AUG 1995,1.4
11.24,Celena MONDIE-MILNER,06 AUG 1968,USA,5sf2,"Ullevi Stadium, Göteborg (SWE)",07 AUG 1995,-0.7
11.24,Savatheda FYNES,17 OCT 1974,BAH,1,Jakarta (INA),04 MAY 1996,-0.9
11.24,Zundra FEAGIN-ALEXANDER,12 JUL 1973,USA,sf,"Eugene, OR (USA)",31 MAY 1996,0.4
11.24,Silke LICHTENHAGEN,20 NOV 1973,GER,h,Duisburg (GER),12 JUN 1996,0.0
11.24,Zundra FEAGIN-ALEXANDER,12 JUL 1973,USA,4qf,"Atlanta, GA (USA)",14 JUN 1996,0.0
11.24,Zhanna PINTUSEVICH,06 JUL 1972,UKR,1,Luzern (SUI),25 JUN 1996,-1.7
11.24,Galina MALCHUGINA,17 DEC 1962,RUS,1,St. Petersburg (RUS),29 JUN 1996,0.0
11.24,Chandra STURRUP,12 SEP 1971,BAH,1h1,"Olympic Stadium, Atlanta, GA (USA)",26 JUL 1996,0.5
11.24,Chioma AJUNWA,25 DEC 1971,NGR,3qf1,"Olympic Stadium, Atlanta, GA (USA)",26 JUL 1996,-0.7
11.24,Katerina KOFFA,10 APR 1969,GRE,2,Rethymno (GRE),18 MAY 1997,1.1
11.24,Gail DEVERS,19 NOV 1966,USA,1,"Eugene, OR (USA)",25 MAY 1997,-0.5
11.24,Savatheda FYNES,17 OCT 1974,BAH,sf,"Bloomington, IN (USA)",06 JUN 1997,-1.9
11.24,Merlene FRAZER,27 DEC 1973,JAM,4,Kingston (JAM),20 JUN 1997,1.4
11.24,Beverly GRANT,15 SEP 1970,JAM,5,Kingston (JAM),20 JUN 1997,1.4
11.24,Christy OPARA-THOMPSON,02 MAY 1970,NGR,4,Stuttgart (GER),13 JUL 1997,0.0
11.24,Christy OPARA-THOMPSON,02 MAY 1970,NGR,h,Bellinzona (SUI),18 AUG 1997,-0.4
11.24,LaTasha JENKINS,19 DEC 1977,USA,h,"Akron, OH (USA)",22 MAY 1998,0.0
11.24,Manuela LEVORATO,16 MAR 1977,ITA,1,Vigevano (ITA),23 MAY 1998,0.8
11.24,Andrea PHILIPP,29 JUL 1971,GER,1,Jena (GER),24 MAY 1998,0.0
11.24,Yali LI,26 JAN 1975,CHN,3,Beijing (CHN),06 JUN 1998,1.4
11.24,Endurance OJOKOLO,29 SEP 1975,NGR,3,Bellinzona (SUI),01 JUL 1998,-0.1
11.24,Andrea PHILIPP,29 JUL 1971,GER,1,Berlin (GER),04 JUL 1998,-0.5
11.24,Melanie PASCHKE,29 JUN 1970,GER,2,Berlin (GER),04 JUL 1998,-0.5
11.24,Patricia GIRARD,08 APR 1968,FRA,2,Dijon (FRA),04 JUL 1998,0.5
11.24,Petya PENDAREVA,20 JAN 1971,BUL,6f1,Linz (AUT),05 JUL 1998,0.3
11.24,Chryste GAINES,14 SEP 1970,USA,2,Zagreb (CRO),07 JUL 1998,0.4
11.24,Melinda GAINSFORD-TAYLOR,01 OCT 1971,AUS,2,Cuxhaven (GER),22 JUL 1998,0.3
11.24,Savatheda FYNES,17 OCT 1974,BAH,5,St. Louis (USA),25 JUL 1998,0.0
11.24,Andrea PHILIPP,29 JUL 1971,GER,1,Ingolstadt (GER),26 JUL 1998,-0.6
11.24,Petya PENDAREVA,20 JAN 1971,BUL,2h2,"Népstadion, Budapest (HUN)",18 AUG 1998,-0.9
11.24,Irina PRIVALOVA,22 NOV 1968,RUS,8,Bruxelles (BEL),28 AUG 1998,-0.8
11.24,Carlette GUIDRY,04 SEP 1968,USA,1,"Austin, TX (USA)",02 MAY 1999,0.5
11.24,Chandra STURRUP,12 SEP 1971,BAH,1,"Chapel Hill, NC (USA)",09 MAY 1999,0.0
11.24,Olga SHISHIGINA,23 DEC 1968,KAZ,,Bishkek (KGZ),29 MAY 1999,1.8
11.24,Kelli WHITE,01 APR 1977,USA,h,"Boise, ID (USA)",03 JUN 1999,1.1
11.24,Joan Uduak EKAH,20 NOV 1981,NGR,2,Laguna (ESP),05 JUN 1999,1.4
11.24,Mercy NKU,17 JUL 1976,NGR,2,Lisboa (POR),19 JUN 1999,1.1
11.24,Joice MADUAKA,30 SEP 1973,GBR,3,"Stade Charléty, Paris (FRA)",19 JUN 1999,0.5
11.24,Andrea PHILIPP,29 JUL 1971,GER,sf,Erfurt (GER),03 JUL 1999,-0.1
11.24,Olena PASTUSHENKO,14 JUL 1979,UKR,2h2,"Ullevi Stadium, Göteborg (SWE)",29 JUL 1999,0.9
11.24,Aminata DIOUF,18 FEB 1977,SEN,1,La Chaux-de-Fonds (SUI),15 AUG 1999,1.5
11.24,Philomena MENSAH,11 MAY 1975,CAN,2h5,"La Cartuja, Sevilla (ESP)",21 AUG 1999,-0.7
11.24,Joan Uduak EKAH,20 NOV 1981,NGR,sf,Johannesburg (RSA),14 SEP 1999,0.3
11.24,Léonie Myriam MANI,21 MAY 1977,CMR,2,Johannesburg (RSA),15 SEP 1999,0.2
11.24,LaTasha JENKINS,19 DEC 1977,USA,2,"Knoxville, TN (USA)",14 APR 2000,2.0
11.24,Natasha JOE-MAYERS,10 MAR 1979,VIN,2,Port-of-Spain (TTO),16 JUN 2000,
11.24,Teneeshia JONES,28 JAN 1979,USA,h,"Chapel Hill, NC (USA)",18 JUN 2000,0.5
11.24,Eldece CLARKE-LEWIS,13 FEB 1965,BAH,6,Paris (FRA),23 JUN 2000,-0.4
11.24,Eldece CLARKE-LEWIS,13 FEB 1965,BAH,2f2,"Stadio Olimpico, Roma (ITA)",30 JUN 2000,0.7
11.24,Liliana ALLEN,24 MAY 1970,MEX,1,Funchal (POR),29 JUL 2000,-1.6
11.24,Savatheda FYNES,17 OCT 1974,BAH,6,"Crystal Palace, London (GBR)",05 AUG 2000,1.1
11.24,Tayna LAWRENCE,17 SEP 1975,JAM,2,Gateshead (GBR),28 AUG 2000,-0.2
11.24,Léonie Myriam MANI,21 MAY 1977,CMR,5,"Olympiastadion, Berlin (GER)",01 SEP 2000,0.1
11.24,Léonie Myriam MANI,21 MAY 1977,CMR,2h1,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,0.9
11.24,Merlene OTTEY,10 MAY 1960,JAM,1h9,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,0.1
11.24,Melinda GAINSFORD-TAYLOR,01 OCT 1971,AUS,3qf2,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1.0
11.24,Muna LEE,30 OCT 1981,USA,1,"Philadelphia, PA (USA)",28 APR 2001,-0.3
11.24,Aleen BAILEY,25 NOV 1980,JAM,1,"Odessa, TX (USA)",12 MAY 2001,
11.24,Sina SCHIELKE,19 MAY 1981,GER,1h1,Mannheim (GER),16 JUN 2001,0.6
11.24,Alenka BIKAR,07 JAN 1974,SLO,3,Luzern (SUI),27 JUN 2001,1.7
11.24,Melanie PASCHKE,29 JUN 1970,GER,2,Stuttgart (GER),30 JUN 2001,0.7
11.24,Gabi ROCKMEIER,29 NOV 1973,GER,1sf2,Stuttgart (GER),30 JUN 2001,0.6
11.24,Angela WILLIAMS,30 JAN 1980,USA,3qf3,"Commonwealth Stadium, Edmonton (CAN)",05 AUG 2001,0.8
11.24,Natasha JOE-MAYERS,10 MAR 1979,VIN,1,"Los Angeles, CA (USA)",17 MAR 2002,1.5
11.24,Beverly MCDONALD,15 FEB 1970,JAM,1,"El Paso, TX (USA)",13 APR 2002,0.6
11.24,Inger MILLER,12 JUN 1972,USA,4,Doha (QAT),15 MAY 2002,0.4
11.24,Yuliya TABAKOVA,01 MAY 1980,RUS,3,"Parc des Sports, Annecy (FRA)",22 JUN 2002,0.4
11.24,Natalya VINOGRADOVA,28 FEB 1973,BLR,1,Chania (GRE),30 JUN 2002,0.4
11.24,Mercy NKU,17 JUL 1976,NGR,3f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 2002,-0.4
11.24,Debbie FERGUSON,16 JAN 1976,BAH,4,Paris (FRA),05 JUL 2002,0.1
11.24,Beverly MCDONALD,15 FEB 1970,JAM,5,Stockholm (SWE),16 JUL 2002,1.7
11.24,Beverly MCDONALD,15 FEB 1970,JAM,3f2,Zürich (SUI),16 AUG 2002,1.7
11.24,Torri EDWARDS,31 JAN 1977,USA,4,"Walnut, CA (USA)",19 APR 2003,0.8
11.24,Aleen BAILEY,25 NOV 1980,JAM,3,"Knoxville, TN (USA)",18 MAY 2003,1.5
11.24,Tayna LAWRENCE,17 SEP 1975,JAM,5,"Eugene, OR (USA)",24 MAY 2003,0.7
11.24,Kim GEVAERT,05 AUG 1978,BEL,1,"FBK Stadium, Hengelo (NED)",01 JUN 2003,-1.6
11.24,Beverly MCDONALD,15 FEB 1970,JAM,3,Kingston (JAM),20 JUN 2003,0.4
11.24,Debbie FERGUSON,16 JAN 1976,BAH,3,Trikala (GRE),24 JUN 2003,0.0
11.24,Yuliya TABAKOVA,01 MAY 1980,RUS,2h6,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,0.1
11.24,Natalya VINOGRADOVA,28 FEB 1973,BLR,2,Rieti (ITA),07 SEP 2003,1.1
11.24,Muriel HURTIS,25 MAR 1979,FRA,5,"Stade Louis II, Monaco (MON)",14 SEP 2003,1.2
11.24,Lyubov PEREPELOVA,26 FEB 1979,UZB,1h3,Manila (PHI),20 SEP 2003,0.5
11.24,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,1h1,Abuja (NGR),11 OCT 2003,0.4
11.24,Delphine Bertille ATANGANA,16 AUG 1984,CMR,2sf1,Abuja (NGR),12 OCT 2003,0.5
11.24,Mercy NKU,17 JUL 1976,NGR,1h2,Fort-de-France (FRA),24 APR 2004,2.0
11.24,Fana ASHBY,15 JUN 1981,TTO,1h1,Oxford (GBR),15 MAY 2004,0.0
11.24,Lauryn WILLIAMS,11 SEP 1983,USA,1h1,"Gainesville, FL (USA)",28 MAY 2004,1.1
11.24,Tonette DYER,28 MAR 1982,USA,1,"Northridge, CA (USA)",29 MAY 2004,1.0
11.24,Natasha JOE-MAYERS,10 MAR 1979,VIN,1,Luzern (SUI),09 JUN 2004,-0.5
11.24,Sylviane FÉLIX,31 OCT 1977,FRA,1sf2,Sotteville-lès-Rouen (FRA),16 JUL 2004,0.4
11.24,Irina KHABAROVA,18 MAR 1966,RUS,1sf1,Tula (RUS),29 JUL 2004,-0.7
11.24,Véronique MANG,15 DEC 1984,FRA,2h1,"Olympic Stadium, Athina (GRE)",20 AUG 2004,0.5
11.24,Merlene OTTEY,10 MAY 1960,SLO,3qf3,"Olympic Stadium, Athina (GRE)",20 AUG 2004,-0.1
11.24,Debbie FERGUSON,16 JAN 1976,BAH,6,"Stade Louis II, Monaco (MON)",19 SEP 2004,0.0
11.24,Sheri-Ann BROOKS,11 FEB 1983,JAM,1,"Coral Gables, FL (USA)",16 APR 2005,1.3
11.24,Marshevet HOOKER,25 SEP 1984,USA,1,"Philadelphia, PA (USA)",30 APR 2005,0.2
11.24,Angela DAIGLE-BOWEN,28 MAY 1976,USA,3,"Carson, CA (USA)",22 MAY 2005,-0.3
11.24,Angela DAIGLE-BOWEN,28 MAY 1976,USA,4,"New York, NY (USA)",11 JUN 2005,0.2
11.24,Lucimar Aparecida DE MOURA,22 MAR 1974,BRA,1sf1,São Paulo (BRA),19 JUN 2005,0.9
11.24,Cydonie MOTHERSILL,19 MAR 1978,CAY,2,Port-of-Spain (TTO),25 JUN 2005,0.6
11.24,Stephanie DURST,06 JAN 1982,USA,1,Rethymno (GRE),10 JUL 2005,0.2
11.24,Kim GEVAERT,05 AUG 1978,BEL,1,Bruxelles (BEL),10 JUL 2005,0.1
11.24,Me'Lisa BARBER,04 OCT 1980,USA,2,Stockholm (SWE),26 JUL 2005,-0.6
11.24,Wyllesheia MYRICK,21 NOV 1979,USA,1,"Coral Gables, FL (USA)",15 APR 2006,1.4
11.24,Cleo TYSON,01 MAY 1986,USA,5,"Fayetteville, AR (USA)",14 MAY 2006,1.4
11.24,Alexandria ANDERSON,28 JAN 1987,USA,2,"Waco, TX (USA)",14 MAY 2006,1.4
11.24,Janice DAVIS,27 OCT 1984,USA,2h2,"Provo, UT (USA)",27 MAY 2006,2.0
11.24,Me'Lisa BARBER,04 OCT 1980,USA,2,Ostrava (CZE),30 MAY 2006,1.4
11.24,Debbie FERGUSON-MCKENZIE,16 JAN 1976,BAH,1,Beograd (SRB),07 JUN 2006,1.1
11.24,Kelly-Ann BAPTISTE,14 OCT 1986,TTO,1sf2,"Sacramento, CA (USA)",08 JUN 2006,0.4
11.24,Yelena NEVMERZHITSKAYA,27 JUL 1980,BLR,1,Minsk (BLR),09 JUN 2006,
11.24,Jeneba TARMOH,27 SEP 1989,USA,3,"Indianapolis, IN (USA)",22 JUN 2006,1.2
11.24,Muna LEE,30 OCT 1981,USA,4,"Indianapolis, IN (USA)",23 JUN 2006,-0.9
11.24,Joice MADUAKA,30 SEP 1973,GBR,1h2,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1.0
11.24,Joice MADUAKA,30 SEP 1973,GBR,4,"Ullevi Stadium, Göteborg (SWE)",09 AUG 2006,1.8
11.24,Debbie FERGUSON-MCKENZIE,16 JAN 1976,BAH,4,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,0.3
11.24,Torri EDWARDS,31 JAN 1977,USA,5,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,0.3
11.24,Debbie FERGUSON-MCKENZIE,16 JAN 1976,BAH,3,"Olympiastadion, Berlin (GER)",03 SEP 2006,0.0
11.24,Lolo JONES,05 AUG 1982,USA,5,"Gottlieb-Daimler Stadion, Stuttgart (GER)",10 SEP 2006,-0.2
11.24,Stephanie DURST,06 JAN 1982,USA,6,"Gottlieb-Daimler Stadion, Stuttgart (GER)",10 SEP 2006,-0.2
11.24,Kim GEVAERT,05 AUG 1978,BEL,4,"Olympic Stadium, Athina (GRE)",16 SEP 2006,0.1
11.24,Carmelita JETER,24 NOV 1979,USA,1,"San Diego, CA (USA)",17 MAR 2007,2.0
11.24,Sheri-Ann BROOKS,11 FEB 1983,JAM,1,Dakar (SEN),28 APR 2007,1.9
11.24,Simone FACEY,07 MAY 1985,JAM,1h,"Lincoln, NE (USA)",12 MAY 2007,0.7
11.24,Chauntae BAYNE,04 APR 1984,USA,3sf1,"Sacramento, CA (USA)",06 JUN 2007,1.7
11.24,Stephanie DURST,06 JAN 1982,USA,4sf2,"Indianapolis, IN (USA)",22 JUN 2007,-0.7
11.24,Kerron STEWART,16 APR 1984,JAM,1h2,Kingston (JAM),23 JUN 2007,-0.7
11.24,Guzel KHUBBIEVA,02 MAY 1976,UZB,1,Guwahati (IND),23 JUN 2007,
11.24,Cydonie MOTHERSILL,19 MAR 1978,CAY,4f1,"Olympic Stadium, Athina (GRE)",02 JUL 2007,0.9
11.24,Marina KISLOVA,12 DEC 1978,RUS,1,St. Petersburg (RUS),03 JUL 2007,
11.24,Lynne LAYNE,01 APR 1988,USA,1,São Paulo (BRA),06 JUL 2007,0.8
11.24,Mechelle LEWIS,20 SEP 1980,USA,2,Rio de Janeiro (BRA),24 JUL 2007,0.8
11.24,Tahesia HARRIGAN-SCOTT,15 FEB 1982,IVB,4,Thessaloniki (GRE),30 JUL 2007,-0.1
11.24,Yevgeniya POLYAKOVA,29 MAY 1983,RUS,4qf1,"Yanmar Stadium Nagai, Osaka (JPN)",26 AUG 2007,-0.2
11.24,Carmelita JETER,24 NOV 1979,USA,3,"Letzigrund, Zürich (SUI)",07 SEP 2007,-0.1
11.24,Lauryn WILLIAMS,11 SEP 1983,USA,2,"Olympiastadion, Berlin (GER)",16 SEP 2007,-0.3
11.24,Christine ARRON,13 SEP 1973,FRA,3,"Olympiastadion, Berlin (GER)",16 SEP 2007,-0.3
11.24,Shalonda SOLOMON,19 DEC 1985,USA,1,"Athens, GA (USA)",12 APR 2008,1.6
11.24,Susanthika JAYASINGHE,17 DEC 1975,SRI,4,Doha (QAT),09 MAY 2008,1.5
11.24,Porscha LUCAS,18 JUN 1988,USA,1h4,"Boulder, CO (USA)",17 MAY 2008,-1.1
11.24,LaVerne JONES-FERRETTE,16 SEP 1981,ISV,2,"Mangueirão, Belém (BRA)",25 MAY 2008,0.6
11.24,Sheri-Ann BROOKS,11 FEB 1983,JAM,1,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,-0.9
11.24,Chryste GAINES,14 SEP 1970,USA,7qf2,"Eugene, OR (USA)",27 JUN 2008,0.7
11.24,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,2sf2,Kingston (JAM),28 JUN 2008,-0.1
11.24,Emma ANIA,07 FEB 1979,GBR,2f2,Rethymno (GRE),14 JUL 2008,0.8
11.24,Schillonie CALVERT-POWELL,27 JUL 1988,JAM,1,Toluca (MEX),18 JUL 2008,0.3
11.24,Chandra STURRUP,12 SEP 1971,BAH,2f2,Heusden-Zolder (BEL),20 JUL 2008,-0.9
11.24,Christine ARRON,13 SEP 1973,FRA,7f1,"Stade Louis II, Monaco (MON)",29 JUL 2008,-0.7
11.24,Mechelle LEWIS,20 SEP 1980,USA,5f2,"Stade Louis II, Monaco (MON)",29 JUL 2008,0.4
11.24,Yevgeniya POLYAKOVA,29 MAY 1983,RUS,1h9,"National Stadium, Beijing (CHN)",16 AUG 2008,-0.6
11.24,Lauryn WILLIAMS,11 SEP 1983,USA,1,"International Stadium, Gateshead (GBR)",31 AUG 2008,-0.8
11.24,Porscha LUCAS,18 JUN 1988,USA,1f3,"Tempe, AZ (USA)",28 MAR 2009,-0.1
11.24,Jessica YOUNG-WARREN,06 APR 1987,USA,1h8,"Austin, TX (USA)",03 APR 2009,1.3
11.24,Kelly-Ann BAPTISTE,14 OCT 1986,TTO,4f1,"Carson, CA (USA)",16 MAY 2009,-0.9
11.24,Chisato FUKUSHIMA,27 JUN 1988,JPN,1,Tottori (JPN),07 JUN 2009,1.9
11.24,Aleen BAILEY,25 NOV 1980,JAM,2f1,"Orlando, FL (USA)",13 JUN 2009,-1.1
11.24,Marion WAGNER,01 FEB 1978,GER,1h3,Ulm (GER),04 JUL 2009,-0.4
11.24,Verena SAILER,16 OCT 1985,GER,6sf1,"Olympiastadion, Berlin (GER)",17 AUG 2009,-0.1
11.24,Debbie FERGUSON-MCKENZIE,16 JAN 1976,BAH,6,Thessaloniki (GRE),13 SEP 2009,-0.1
11.24,Gloria ASUMNU,22 MAY 1985,USA,4,Shanghai (CHN),20 SEP 2009,1.2
11.24,Sheri-Ann BROOKS,11 FEB 1983,JAM,1,St-Martin (FRA),08 MAY 2010,-0.5
11.24,Anna GUROVA,29 APR 1981,RUS,2,Sochi (RUS),27 MAY 2010,1.7
11.24,Samantha HENRY-ROBINSON,25 SEP 1988,JAM,1h1,"Greensboro, NC (USA)",27 MAY 2010,0.8
11.24,Sheniqua FERGUSON,24 NOV 1989,BAH,1h4,"Greensboro, NC (USA)",27 MAY 2010,1.4
11.24,Jodie WILLIAMS,28 SEP 1993,GBR,1,Bedford (GBR),31 MAY 2010,0.8
11.24,Georgia KOKLONI,07 MAY 1981,GRE,1h1,Patra (GRE),12 JUN 2010,1.9
11.24,Chisato FUKUSHIMA,27 JUN 1988,JPN,1h1,Tottori (JPN),27 JUN 2010,0.3
11.24,Shalonda SOLOMON,19 DEC 1985,USA,4,"International Stadium, Gateshead (GBR)",10 JUL 2010,0.3
11.24,Marshevet HOOKER,25 SEP 1984,USA,1,Nuoro (ITA),14 JUL 2010,1.1
11.24,Tahesia HARRIGAN-SCOTT,15 FEB 1982,IVB,8,"Crystal Palace, London (GBR)",14 AUG 2010,-0.3
11.24,Verena SAILER,16 OCT 1985,GER,3,"Olympiastadion, Berlin (GER)",22 AUG 2010,0.4
11.24,Jessica DAVIS,31 OCT 1992,USA,1,"Los Angeles, CA (USA)",30 APR 2011,0.5
11.24,Mikele BARBER,04 OCT 1980,USA,3,Rio de Janeiro (BRA),26 MAY 2011,0.5
11.24,Ezinne OKPARAEBO,03 MAR 1988,NOR,1f1,Florø (NOR),04 JUN 2011,2.0
11.24,Olesya POVH,18 OCT 1987,UKR,2,Strasbourg (FRA),12 JUN 2011,0.4
11.24,Schillonie CALVERT-POWELL,27 JUL 1988,JAM,6,Kingston (JAM),24 JUN 2011,0.3
11.24,Chisato FUKUSHIMA,27 JUN 1988,JPN,1f1,Tottori (JPN),26 JUN 2011,-0.3
11.24,Oludamola OSAYOMI,26 JUN 1986,NGR,2,Reims (FRA),05 JUL 2011,-0.8
11.24,Ivet LALOVA-COLLIO,18 MAY 1984,BUL,1,Ankara (TUR),30 JUL 2011,0.4
11.24,Sally PEARSON,19 SEP 1986,AUS,2,"Stadio Guidobaldi, Rieti (ITA)",10 SEP 2011,-0.1
11.24,Sherone SIMPSON,12 AUG 1984,JAM,2,"Olympiastadion, Berlin (GER)",11 SEP 2011,0.9
11.24,Chisato FUKUSHIMA,27 JUN 1988,JPN,1,Yamaguchi (JPN),08 OCT 2011,1.6
11.24,Rosângela SANTOS,20 DEC 1990,BRA,1f1,São Paulo (BRA),28 APR 2012,1.0
11.24,Jeneba TARMOH,27 SEP 1989,USA,2,Baie Mahault (FRA),01 MAY 2012,0.2
11.24,Rosângela SANTOS,20 DEC 1990,BRA,1,Belém (BRA),06 MAY 2012,-0.1
11.24,LaVerne JONES-FERRETTE,16 SEP 1981,ISV,1f1,Ponce (PUR),12 MAY 2012,-0.7
11.24,Michelle-Lee AHYE,10 APR 1992,TTO,3,Port-of-Spain (TTO),19 MAY 2012,1.1
11.24,Anneisha MCLAUGHLIN-WHILBY,06 JAN 1986,JAM,1f1,Kingston (JAM),26 MAY 2012,1.5
11.24,Me'Lisa BARBER,04 OCT 1980,USA,5sf3,"Hayward Field, Eugene, OR (USA)",23 JUN 2012,1.4
11.24,Kai SELVON,13 APR 1992,TTO,2f2,Port-of-Spain (TTO),23 JUN 2012,0.6
11.24,Carrie RUSSELL,18 OCT 1990,JAM,5h1,"Crystal Palace, London (GBR)",14 JUL 2012,1.4
11.24,Schillonie CALVERT-POWELL,27 JUL 1988,JAM,3h2,"Crystal Palace, London (GBR)",14 JUL 2012,1.3
11.24,Sheri-Ann BROOKS,11 FEB 1983,JAM,6,"Stade Louis II, Monaco (MON)",20 JUL 2012,0.0
11.24,Lauryn WILLIAMS,11 SEP 1983,USA,7,"Stade Louis II, Monaco (MON)",20 JUL 2012,0.0
11.24,LaVerne JONES-FERRETTE,16 SEP 1981,ISV,3,Linz (AUT),20 AUG 2012,-0.1
11.24,Aleen BAILEY,25 NOV 1980,JAM,6,"Alexander Stadium, Birmingham (GBR)",26 AUG 2012,0.7
11.24,Ivet LALOVA-COLLIO,18 MAY 1984,BUL,2,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2012,1.0
11.24,Ana Claudia LEMOS,06 NOV 1988,BRA,1f1,Santiago de Chile (CHI),03 APR 2013,0.8
11.24,Natasha HASTINGS,23 JUL 1986,USA,6,"Walnut, CA (USA)",20 APR 2013,1.8
11.24,Ruddy ZANG MILAMA,06 JUN 1987,GAB,1,"Baltimore, MD (USA)",20 APR 2013,1.9
11.24,Chastity RIGGIEN,05 JUL 1989,USA,1f1,"Clermont, FL (USA)",11 MAY 2013,1.4
11.24,Danielle WILLIAMS,14 SEP 1992,JAM,1,"Pueblo, CO (USA)",25 MAY 2013,-0.7
11.24,Lekeisha LAWSON,03 JUN 1987,USA,2,Montreuil-sous-Bois (FRA),03 JUN 2013,2.0
11.24,Tawanna MEADOWS,04 AUG 1986,USA,2h2,"Montverde, FL (USA)",08 JUN 2013,0.3
11.24,Kerron STEWART,16 APR 1984,JAM,1,Rabat (MAR),09 JUN 2013,1.3
11.24,Verena SAILER,16 OCT 1985,GER,5,"Bislett Stadion, Oslo (NOR)",13 JUN 2013,1.2
11.24,Mariely SÁNCHEZ,30 DEC 1988,DOM,2,Morelia (MEX),05 JUL 2013,0.1
11.24,Franciela KRASUCKI,26 APR 1988,BRA,1,Bottrop (GER),19 JUL 2013,1.1
11.24,Carmelita JETER,24 NOV 1979,USA,2h6,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,-0.6
11.24,Kerron STEWART,16 APR 1984,JAM,1,"Olympiastadion, Stockholm (SWE)",22 AUG 2013,-0.5
11.24,Franciela KRASUCKI,26 APR 1988,BRA,1f1,São Paulo (BRA),05 APR 2014,-1.1
11.24,Remona BURCHELL,15 SEP 1991,JAM,2f1,"Walnut, CA (USA)",19 APR 2014,0.8
11.24,Marie-Josée TA LOU,18 NOV 1988,CIV,2f1,Abidjan (CIV),26 APR 2014,-0.6
11.24,Alexandria ANDERSON,28 JAN 1987,USA,2,Ponce (PUR),17 MAY 2014,-0.9
11.24,Morolake AKINOSUN,17 MAY 1994,USA,1h2,"Lubbock, TX (USA)",17 MAY 2014,1.2
11.24,Dezerea BRYANT,27 APR 1993,USA,3,"Lexington, KY (USA)",18 MAY 2014,1.3
11.24,Hrystyna STUY,03 FEB 1988,UKR,1,Izmir (TUR),03 JUN 2014,1.4
11.24,Olga SAFRONOVA,05 NOV 1991,KAZ,1h1,Bishkek (KGZ),07 JUN 2014,0.1
11.24,Lekeisha LAWSON,03 JUN 1987,USA,2,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,-0.4
11.24,Verena SAILER,16 OCT 1985,GER,1h1,Genève (SUI),14 JUN 2014,-2.4
11.24,Olga SAFRONOVA,05 NOV 1991,KAZ,1,Almaty (KAZ),14 JUN 2014,-0.1
11.24,Morolake AKINOSUN,17 MAY 1994,USA,5sf1,"Sacramento, CA (USA)",27 JUN 2014,2.0
