Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
22.59,Bianca KNIGHT,02 JAN 1989,USA,3,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,-0.2
22.59,Jeneba TARMOH,27 SEP 1989,USA,3sf2,"Hayward Field, Eugene, OR (USA)",26 JUN 2011,1.2
22.59,Bianca KNIGHT,02 JAN 1989,USA,1,"Alexander Stadium, Birmingham (GBR)",10 JUL 2011,1.0
22.59,Marshevet HOOKER,25 SEP 1984,USA,2,"Alexander Stadium, Birmingham (GBR)",10 JUL 2011,1.0
22.59,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,3,"Letzigrund, Zürich (SUI)",08 SEP 2011,-0.1
22.59,Allyson FELIX,18 NOV 1985,USA,1h6,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,0.3
22.59,Anthonique STRACHAN,22 AUG 1993,BAH,1f1,"Auburn, AL (USA)",05 APR 2014,1.8
22.59,Olivia EKPONE,05 JAN 1993,USA,1sf1,"Fayetteville, AR (USA)",31 MAY 2014,0.9
22.59,Semoy HACKETT,27 NOV 1988,TTO,1h1,San José (CRC),07 AUG 2015,-0.5
22.59,Elaine THOMPSON,28 JUN 1992,JAM,1,"Stadio Guidobaldi, Rieti (ITA)",13 SEP 2015,0.3
22.59,Ella NELSON,10 MAY 1994,AUS,1f2,"SOPAC, Sydney (AUS)",03 APR 2016,0.6
22.59,Murielle AHOURÉ,23 AUG 1987,CIV,4sf3,"Estádio Olímpico, Rio de Janeiro (BRA)",16 AUG 2016,0.8
22.59,Deanna HILL,13 APR 1996,USA,2f2,"Torrance, CA (USA)",15 APR 2017,-0.6
22.59,Kimberlyn DUNCAN,02 AUG 1991,USA,2,"Sacramento, CA (USA)",25 JUN 2017,-2.5
22.59,Kimberlyn DUNCAN,02 AUG 1991,USA,1sf1,"Sacramento, CA (USA)",25 JUN 2017,-1.4
22.59,Kimberlyn DUNCAN,02 AUG 1991,USA,6,"Olympic Stadium, London (GBR)",11 AUG 2017,0.8
22.59,Phyllis FRANCIS,04 MAY 1992,USA,4,"Olympiastadion, Berlin (GER)",27 AUG 2017,0.2
22.59,Ashley HENDERSON,04 DEC 1995,USA,1,"Fresno, CA (USA)",12 MAY 2018,0.3
22.59,Mikiah BRISCO,14 JUL 1996,USA,2qf2,"Tampa, FL (USA)",26 MAY 2018,0.5
22.59,Beth DOBBIN,07 JUN 1994,GBR,1,Birmingham (GBR),01 JUL 2018,-1.3
22.59,Abby STEINER,24 NOV 1999,USA,2,"Fayetteville, AR (USA)",11 MAY 2019,1.8
22.59,Teahna DANIELS,25 MAR 1997,USA,4,"Stade Louis II, Monaco (MON)",12 JUL 2019,0.1
22.59,Anglerne ANNELUS,10 JAN 1997,USA,4,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019,0.9
22.59,Blessing OKAGBARE,09 OCT 1988,NGR,2,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021,-1.1
22.59,Favour OFILI,31 DEC 2002,NGR,2sf3,"Hayward Field, Eugene, OR (USA)",10 JUN 2021,-0.5
22.59,Rhasidat ADELEKE,29 AUG 2002,IRL,2f2,"Cushing Stadium, College Station, TX (USA)",02 APR 2022,2.0
22.59,Jenna PRANDINI,20 NOV 1992,USA,3,"Hilmer Lodge Stadium, Walnut, CA (USA)",16 APR 2022,1.9
22.59,Marileidy PAULINO,25 OCT 1996,DOM,1,"Centro Sportivo Fontanassa, Savona (ITA)",18 MAY 2022,2.0
22.59,Gabrielle THOMAS,07 DEC 1996,USA,1h1,"Hayward Field, Eugene, OR (USA)",25 JUN 2022,0.5
22.59,Anthonique STRACHAN,22 AUG 1993,BAH,2,"T. Robinson Stadium, Nassau (BAH)",25 JUN 2022,-0.2
22.59,Brittany BROWN,18 APR 1995,USA,1h1,"Grand Bahama Sports Complex, Freeport (BAH)",19 AUG 2022,-0.6
22.59,Bassant HEMIDA,28 SEP 1996,EGY,2,"Stadio Comunale, Bellinzona (SUI)",12 SEP 2022,1.1
22.59,Kendall ELLIS,08 MAR 1996,USA,2f1,"Jack Kemp Stadium, Los Angeles, CA (USA)",06 MAY 2023,0.1
22.59,Anthonique STRACHAN,22 AUG 1993,BAH,1,"Grand Bahama Sports Complex, Freeport (BAH)",13 MAY 2023,-0.6
22.6,Brenda MOREHEAD,05 OCT 1957,USA,1sf1,"Westwood, CA (USA)",10 JUN 1978,
22.6,Ingrid AUERSWALD-LANGE,02 SEP 1957,GDR,2,Erfurt (GER),18 MAY 1980,1.1
22.6,Gesine WALTHER,06 OCT 1962,GDR,4,"Olympic Stadium, Athina (GRE)",09 SEP 1982,0.9
22.6,Nadezhda GEORGIEVA,02 SEP 1961,BUL,2,Sofia (BUL),24 JUL 1983,1.2
22.6,Nadezhda GEORGIEVA,02 SEP 1961,BUL,1,Rieti (ITA),02 SEP 1984,
22.6,Diane WILLIAMS,14 DEC 1960,USA,2f1,"Walnut, CA (USA)",27 APR 1986,2.0
22.6,Ewa KASPRZYK,07 SEP 1957,POL,2sf2,"Neckarstadion, Stuttgart (GER)",28 AUG 1986,0.3
22.6,Marina MOLOKOVA,24 AUG 1962,URS,3sf2,"Neckarstadion, Stuttgart (GER)",28 AUG 1986,0.3
22.6,Pam MARSHALL,16 AUG 1960,USA,3sf1,San José (USA),26 JUN 1987,1.2
22.6,Ewa KASPRZYK,07 SEP 1957,POL,3sf2,"Stadio Olimpico, Roma (ITA)",03 SEP 1987,-1.9
22.6,Nadezhda GEORGIEVA,02 SEP 1961,BUL,3qf2,"Olympic Stadium, Jamsil, Seoul (KOR)",28 SEP 1988,
22.6,Marie-José PÉREC,09 MAY 1968,FRA,1,Casablanca (MAR),18 JUL 1989,0.9
22.6,Danette YOUNG-STONE,06 OCT 1964,USA,2,Bruxelles (BEL),10 AUG 1990,0.3
22.6,Silke-Beate KNOLL,21 FEB 1967,FRG,2sf1,"Poljud Stadion, Split (CRO)",30 AUG 1990,-0.4
22.6,Charity OPARA,20 MAY 1972,NGR,1,Lagos (NGR),14 MAR 1992,-1.4
22.6,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,3qf4,"Estadio Olímpico, Barcelona (ESP)",03 AUG 1992,-0.9
22.6,Silke-Beate KNOLL,21 FEB 1967,GER,5sf1,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992,-1.6
22.6,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,5sf2,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992,-0.1
22.6,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,5,Stockholm (SWE),12 JUL 1994,0.5
22.6,Melanie PASCHKE,29 JUN 1970,GER,4,"Ullevi Stadium, Göteborg (SWE)",10 AUG 1995,-2.2
22.6,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,2,Villeneuve d'Ascq (FRA),25 MAY 1996,-0.9
22.6,Irina PUKHA,10 JAN 1973,UKR,2,Kyiv (UKR),07 JUN 1996,0.0
22.6,Juliet CUTHBERT,09 APR 1964,JAM,7,"Olympic Stadium, Atlanta, GA (USA)",01 AUG 1996,0.3
22.6,Savatheda FYNES,17 OCT 1974,BAH,sf,"Bloomington, IN (USA)",06 JUN 1997,0.0
22.6,Beverly MCDONALD,15 FEB 1970,JAM,1,"Portland, OR (USA)",16 MAY 1998,-0.9
22.6,Svetlana GONCHARENKO,28 MAY 1971,RUS,1,Moskva (RUS),05 JUN 1999,-1.5
22.6,Lucimar Aparecida DE MOURA,22 MAR 1974,BRA,1,Bogotá (COL),26 JUN 1999,1.6
22.6,Manuela LEVORATO,16 MAR 1977,ITA,4qf2,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1.1
22.6,Fatimat YUSUF,02 MAY 1971,NGR,h,Johannesburg (RSA),17 SEP 1999,0.4
22.6,Melinda GAINSFORD-TAYLOR,01 OCT 1971,AUS,1,Brisbane (AUS),10 SEP 2000,1.9
22.6,Cydonie MOTHERSILL,19 MAR 1978,CAY,1,"Auburn, AL (USA)",04 MAY 2003,0.6
22.6,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,1,Abuja (NGR),17 MAY 2003,0.0
22.6,Debbie FERGUSON,16 JAN 1976,BAH,1,Nassau (BAH),19 JUN 2004,0.0
22.6,Christine ARRON,13 SEP 1973,FRA,1,Villeneuve d'Ascq (FRA),26 JUN 2004,-1.1
22.6,Christine ARRON,13 SEP 1973,FRA,2h7,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1.4
22.6,Svetlana POSPELOVA,24 DEC 1979,RUS,2,Tula (RUS),16 JUL 2006,
22.6,Kerron STEWART,16 APR 1984,JAM,1,"Auburn, AL (USA)",21 APR 2007,1.0
22.6,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,3,"EIS Don Valley Stadium, Sheffield (GBR)",15 JUL 2007,0.3
22.6,Aleen BAILEY,25 NOV 1980,JAM,1qf4,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,-0.5
22.6,Sherone SIMPSON,12 AUG 1984,JAM,1qf4,"National Stadium, Beijing (CHN)",19 AUG 2008,0.0
22.6,Kelly-Ann BAPTISTE,14 OCT 1986,TTO,2,"Mangueirão, Belém (BRA)",24 MAY 2009,-0.8
22.6,Alexandria ANDERSON,28 JAN 1987,USA,2sf2,"Fayetteville, AR (USA)",11 JUN 2009,0.5
22.6,Ebonie FLOYD,21 OCT 1983,USA,4sf1,"Eugene, OR (USA)",28 JUN 2009,1.9
22.6,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1,Kingston (JAM),01 MAY 2010,-0.2
22.6,Aleksandra FEDORIVA-SPAYER,13 SEP 1988,RUS,1,Moskva (RUS),29 JUN 2010,1.8
22.6,Bianca KNIGHT,02 JAN 1989,USA,7,"Hayward Field, Eugene, OR (USA)",30 JUN 2012,1.0
22.6,Jenna PRANDINI,20 NOV 1992,USA,1,"Pullman, WA (USA)",18 MAY 2014,-1.6
22.6,Myriam SOUMARÉ,29 OCT 1986,FRA,4,Paris (FRA),05 JUL 2014,0.4
22.6,Jodie WILLIAMS,28 SEP 1993,GBR,4,"Hampden Park, Glasgow (GBR)",12 JUL 2014,0.2
22.6,Blessing OKAGBARE,09 OCT 1988,NGR,6,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,0.1
22.6,Elaine THOMPSON,28 JUN 1992,JAM,1h1,Kingston (JAM),27 JUN 2015,0.1
22.6,Muna LEE,30 OCT 1981,USA,7,"Hayward Field, Eugene, OR (USA)",28 JUN 2015,0.4
22.6,Jada MARTIN,08 JUN 1995,USA,3,"Tuscaloosa, AL (USA)",14 MAY 2016,-1.3
22.6,Deanna HILL,13 APR 1996,USA,1h2,"Lawrence, KS (USA)",28 MAY 2016,0.7
22.6,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1f1,"Gainesville, FL (USA)",30 MAR 2017,1.6
22.6,Gabrielle THOMAS,07 DEC 1996,USA,1,"Gainesville, FL (USA)",31 MAR 2017,0.4
22.6,Felicia BROWN,27 OCT 1993,USA,1f1,St. George's (GRN),08 APR 2017,1.0
22.6,Hannah CUNLIFFE,09 JAN 1996,USA,3,"Eugene, OR (USA)",14 MAY 2017,1.5
22.6,Gabrielle THOMAS,07 DEC 1996,USA,1h2,"Lexington, KY (USA)",26 MAY 2017,1.0
22.6,Kyra JEFFERSON,23 SEP 1994,USA,1sf1,"Eugene, OR (USA)",08 JUN 2017,0.4
22.6,Arianna WASHINGTON,04 SEP 1996,USA,3sf2,"Eugene, OR (USA)",08 JUN 2017,1.7
22.6,Tori BOWIE,27 AUG 1990,USA,3,"Sacramento, CA (USA)",25 JUN 2017,-2.5
22.6,Crystal EMMANUEL,27 NOV 1991,CAN,7,"Olympic Stadium, London (GBR)",11 AUG 2017,0.8
22.6,Murielle AHOURÉ,23 AUG 1987,CIV,2f1,"Mestský Stadion, Ostrava (CZE)",13 JUN 2018,-0.8
22.6,Bianca WILLIAMS,18 DEC 1993,GBR,2,Birmingham (GBR),01 JUL 2018,-1.3
22.6,Jenna PRANDINI,20 NOV 1992,USA,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,-0.5
22.6,Brittany BROWN,18 APR 1995,USA,1sf1,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,-1.8
22.6,Gina BASS,03 MAY 1995,GAM,3sf3,"Khalifa International Stadium, Doha (QAT)",01 OCT 2019,0.5
22.6,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1f1,"Ansin Sports Complex, Miramar, FL (USA)",27 MAR 2021,1.3
22.6,Mujinga KAMBUNDJI,17 JUN 1992,SUI,3,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,0.2
22.6,Jodie WILLIAMS,28 SEP 1993,GBR,2,"International Stadium, Gateshead (GBR)",13 JUL 2021,0.2
22.6,Candace HILL,11 FEB 1999,USA,2f1,"Vanderbilt Track, Nashville, TN (USA)",05 JUN 2022,0.5
22.61,Irena SZEWIŃSKA,24 MAY 1946,POL,1,Köln (GER),22 JUN 1977,
22.61,Marlies GÖHR,21 MAR 1958,GDR,1,Leipzig (GER),01 JUL 1978,0.3
22.61,Christina BREHMER,28 FEB 1958,GDR,2,Halle (GER),14 JUN 1979,1.9
22.61,Kathy COOK,03 MAY 1960,GBR,5,"Lenin Stadium, Moskva (URS)",30 JUL 1980,1.5
22.61,Grace JACKSON,14 JUN 1961,JAM,2,"Bruce Stadium, Canberra (AUS)",04 OCT 1985,0.7
22.61,Natalya BOCHINA,04 JAN 1962,URS,4sf2,"Neckarstadion, Stuttgart (GER)",28 AUG 1986,0.3
22.61,Merlene OTTEY,10 MAY 1960,JAM,1,"Westwood, CA (USA)",07 JUN 1987,1.2
22.61,Juliet CUTHBERT,09 APR 1964,JAM,2,"Irvine, CA (USA)",14 JUN 1987,1.3
22.61,Petra SCHERSING,18 JUL 1965,GDR,1,Berlin (GER),25 AUG 1987,1.8
22.61,Gwen TORRENCE,12 JUN 1965,USA,2h1,"Stadio Olimpico, Roma (ITA)",01 SEP 1987,-3.4
22.61,Gwen TORRENCE,12 JUN 1965,USA,4sf2,"Stadio Olimpico, Roma (ITA)",03 SEP 1987,-1.9
22.61,Pauline DAVIS-THOMPSON,09 JUL 1966,BAH,6sf1,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992,-1.6
22.61,Michelle BURRELL-FINN,08 MAY 1965,USA,7,"Estadio Olímpico, Barcelona (ESP)",06 AUG 1992,-0.6
22.61,Irina PRIVALOVA,22 NOV 1968,RUS,1sf2,"Olympiastadion, Helsinki (FIN)",11 AUG 1994,1.4
22.61,Gwen TORRENCE,12 JUN 1965,USA,1h5,"Ullevi Stadium, Göteborg (SWE)",09 AUG 1995,0.7
22.61,Gwen TORRENCE,12 JUN 1965,USA,1,"Des Moines, IA (USA)",27 APR 1996,-1.2
22.61,Zundra FEAGIN-ALEXANDER,12 JUL 1973,USA,2,Nice (FRA),10 JUL 1996,0.0
22.61,Merlene OTTEY,10 MAY 1960,JAM,1qf2,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,0.3
22.61,Carlette GUIDRY,04 SEP 1968,USA,8,"Olympic Stadium, Atlanta, GA (USA)",01 AUG 1996,0.3
22.61,Savatheda FYNES,17 OCT 1974,BAH,1,"Bloomington, IN (USA)",07 JUN 1997,-0.6
22.61,Juliet CAMPBELL,17 MAR 1970,JAM,2,Nice (FRA),16 JUL 1997,0.6
22.61,Juliet CUTHBERT,09 APR 1964,JAM,2,Thessaloniki (GRE),27 JUL 1998,-0.5
22.61,Irina PRIVALOVA,22 NOV 1968,RUS,5,"SGJ, Johannesburg (RSA)",11 SEP 1998,-0.6
22.61,Merlene FRAZER,27 DEC 1973,JAM,2,Kingston (JAM),19 JUN 1999,0.7
22.61,Nanceen PERRY,19 APR 1977,USA,5qf2,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1.1
22.61,Pauline DAVIS-THOMPSON,09 JUL 1966,BAH,2h5,"Olympic Stadium, Sydney (AUS)",27 SEP 2000,-0.6
22.61,Melinda GAINSFORD-TAYLOR,01 OCT 1971,AUS,3sf2,"Olympic Stadium, Sydney (AUS)",28 SEP 2000,0.7
22.61,Lauryn WILLIAMS,11 SEP 1983,USA,1,"Atlanta, GA (USA)",15 MAY 2004,1.1
22.61,Debbie FERGUSON,16 JAN 1976,BAH,1,Ciudad de México (MEX),22 MAY 2004,-0.2
22.61,Shericka WILLIAMS,17 SEP 1985,JAM,1f2,Stockholm (SWE),25 JUL 2006,0.2
22.61,Natasha HASTINGS,23 JUL 1986,USA,1h,"Gainesville, FL (USA)",25 MAY 2007,1.0
22.61,Sanya RICHARDS-ROSS,26 FEB 1985,USA,1sf1,"Indianapolis, IN (USA)",24 JUN 2007,-0.4
22.61,Allyson FELIX,18 NOV 1985,USA,1qf2,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,0.7
22.61,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1h2,Kingston (JAM),29 JUN 2008,-2.5
22.61,Carmelita JETER,24 NOV 1979,USA,4sf2,"Eugene, OR (USA)",05 JUL 2008,0.0
22.61,Cydonie MOTHERSILL,19 MAR 1978,CAY,4sf2,"National Stadium, Beijing (CHN)",20 AUG 2008,-0.2
22.61,Debbie FERGUSON-MCKENZIE,16 JAN 1976,BAH,7,"National Stadium, Beijing (CHN)",21 AUG 2008,0.6
22.61,Eleni ARTYMATA,16 MAY 1986,CYP,5,"Estadio Olímpico, Barcelona (ESP)",31 JUL 2010,0.1
22.61,Allyson FELIX,18 NOV 1985,USA,1,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,0.4
22.61,Shalonda SOLOMON,19 DEC 1985,USA,4,"DS, Daegu (KOR)",02 SEP 2011,-1.0
22.61,Jeneba TARMOH,27 SEP 1989,USA,2,"Hayward Field, Eugene, OR (USA)",02 JUN 2012,0.8
22.61,Anneisha MCLAUGHLIN-WHILBY,06 JAN 1986,JAM,4,Kingston (JAM),01 JUL 2012,0.6
22.61,Aleksandra FEDORIVA-SPAYER,13 SEP 1988,RUS,2h1,"Olympic Stadium, London (GBR)",06 AUG 2012,0.5
22.61,Shaunae MILLER,15 APR 1994,BAH,1f1,"Auburn, AL (USA)",20 APR 2013,1.2
22.61,Ana Claudia LEMOS,06 NOV 1988,BRA,3,São Paulo (BRA),19 MAY 2013,1.4
22.61,Mariya RYEMYEN,02 AUG 1987,UKR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,1.4
22.61,Kimberlyn DUNCAN,02 AUG 1991,USA,2,"National Stadium, Kingston (JAM)",03 MAY 2014,0.2
22.61,Murielle AHOURÉ,23 AUG 1987,CIV,4,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1.5
22.61,Yekaterina RENZHINA,18 OCT 1994,RUS,1,Yerino (RUS),10 JUL 2014,1.6
22.61,Dina ASHER-SMITH,04 DEC 1995,GBR,2sf1,"Letzigrund, Zürich (SUI)",14 AUG 2014,0.3
22.61,Tori BOWIE,27 AUG 1990,USA,1f1,"Gainesville, FL (USA)",03 APR 2015,-0.3
22.61,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,2f1,Luzern (SUI),14 JUL 2015,0.8
22.61,Sada WILLIAMS,01 DEC 1997,BAR,1,St. Michael (BAR),18 MAR 2016,1.6
22.61,Deajah STEVENS,19 MAY 1995,USA,1f2,"Walnut, CA (USA)",16 APR 2016,1.2
22.61,Jenna PRANDINI,20 NOV 1992,USA,4,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1.9
22.61,TyNia GAITHER,16 MAR 1993,BAH,1h3,"Lawrence, KS (USA)",28 MAY 2016,1.2
22.61,Arianna WASHINGTON,04 SEP 1996,USA,2sf1,"Eugene, OR (USA)",09 JUN 2016,0.3
22.61,Semoy HACKETT,27 NOV 1988,TTO,2f2,Port-of-Spain (TTO),26 JUN 2016,1.6
22.61,Ivet LALOVA-COLLIO,18 MAY 1984,BUL,1h7,"Estádio Olímpico, Rio de Janeiro (BRA)",15 AUG 2016,0.5
22.61,Shericka JACKSON,16 JUL 1994,JAM,2,"National Stadium, Kingston (JAM)",20 MAY 2017,0.5
22.61,Destiny CARTER,09 OCT 1992,USA,1h1,"Lexington, KY (USA)",26 MAY 2017,1.4
22.61,Gabrielle THOMAS,07 DEC 1996,USA,3,"Eugene, OR (USA)",10 JUN 2017,1.1
22.61,Kimberlyn DUNCAN,02 AUG 1991,USA,2,Kingston (JAM),10 JUN 2017,0.3
22.61,Kyra JEFFERSON,23 SEP 1994,USA,5,"Letzigrund, Zürich (SUI)",24 AUG 2017,0.1
22.61,Kortnei JOHNSON,11 AUG 1997,USA,1f1,"Coral Gables, FL (USA)",14 APR 2018,0.9
22.61,Marie-Josée TA LOU,18 NOV 1988,CIV,3,Ostrava (CZE),09 SEP 2018,0.1
22.61,Brittany BROWN,18 APR 1995,USA,2,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,-1.2
22.61,Brittany BROWN,18 APR 1995,USA,1,"Dinamo National Olympic Stadium, Minsk (BLR)",10 SEP 2019,-0.1
22.61,Elaine THOMPSON,28 JUN 1992,JAM,2h3,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,0.7
22.61,Shaunae MILLER-UIBO,15 APR 1994,BAH,1f1,"Montverde Academy, Montverde, FL (USA)",04 JUL 2020,-1.1
22.61,Kynnedy FLANNEL,12 JUL 2000,USA,1f8,"Hilmer Lodge Stadium, Walnut, CA (USA)",15 APR 2022,1.6
22.61,TyNia GAITHER,16 MAR 1993,BAH,3h4,"Hayward Field, Eugene, OR (USA)",18 JUL 2022,0.4
22.61,Nzubechi Grace NWOKOCHA,07 APR 2001,NGR,3h5,"Hayward Field, Eugene, OR (USA)",18 JUL 2022,0.9
22.61,Daryll NEITA,29 AUG 1996,GBR,3,"Stadio Comunale, Bellinzona (SUI)",12 SEP 2022,1.1
22.61,Talitha DIGGS,22 AUG 2002,USA,1f1,"Percy Beard Track, Gainesville, FL (USA)",31 MAR 2023,-0.5
22.62,Evelyn ASHFORD,15 APR 1957,USA,1,"Westwood, CA (USA)",10 JUN 1977,
22.62,Lyudmila MASLAKOVA,26 JUL 1952,URS,1,Tbilisi (GEO),17 SEP 1978,0.1
22.62,Marita PAYNE,07 OCT 1960,CAN,2,Edmonton (CAN),10 JUL 1983,0.1
22.62,Marie-Christine CAZIER,23 AUG 1963,FRA,2h3,"Neckarstadion, Stuttgart (GER)",28 AUG 1986,-1.1
22.62,Carlette GUIDRY,04 SEP 1968,USA,2,"Durham, NC (USA)",02 JUN 1990,1.0
22.62,Heike DRECHSLER,16 DEC 1964,GDR,2,Ingolstadt (GER),10 JUL 1990,-0.4
22.62,Grace JACKSON,14 JUN 1961,JAM,2,Barcelona (ESP),16 JUL 1990,-0.9
22.62,Grace JACKSON,14 JUN 1961,JAM,1,Bologna (ITA),18 JUL 1990,-0.7
22.62,Mary ONYALI-OMAGBEMI,03 FEB 1968,NGR,5f1,Zürich (SUI),15 AUG 1990,-1.0
22.62,Galina MALCHUGINA,17 DEC 1962,URS,3sf1,"Poljud Stadion, Split (CRO)",30 AUG 1990,-0.4
22.62,Grace JACKSON,14 JUN 1961,JAM,4,Athina (GRE),07 SEP 1990,1.0
22.62,Sandra MYERS,09 JAN 1961,ESP,4f1,"Letzigrund, Zürich (SUI)",07 AUG 1991,-0.7
22.62,Anelia NUNEVA,30 JUN 1962,BUL,3qf3,"Estadio Olímpico, Barcelona (ESP)",03 AUG 1992,1.2
22.62,Natalya VORONOVA,09 JUL 1965,RUS,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,0.4
22.62,Zundra FEAGIN-ALEXANDER,12 JUL 1973,USA,1,"Baton Rouge, LA (USA)",20 APR 1996,1.5
22.62,Marie-José PÉREC,09 MAY 1968,FRA,1h6,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,-0.6
22.62,Juliet CUTHBERT,09 APR 1964,JAM,2qf4,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,-0.2
22.62,Inger MILLER,12 JUN 1972,USA,1,"Indianapolis, IN (USA)",15 JUN 1997,-0.1
22.62,Christine ARRON,13 SEP 1973,FRA,1,Bari (ITA),17 JUN 1997,-0.9
22.62,Christine ARRON,13 SEP 1973,FRA,h,Bari (ITA),17 JUN 1997,0.0
22.62,Juliet CUTHBERT,09 APR 1964,JAM,1,Villeneuve d'Ascq (FRA),29 JUN 1997,1.4
22.62,Beverly MCDONALD,15 FEB 1970,JAM,1,Bitburg (GER),22 AUG 1997,0.0
22.62,Susanthika JAYASINGHE,17 DEC 1975,SRI,1,Jakarta (INA),20 SEP 1997,0.7
22.62,Xuemei LI,05 JAN 1977,CHN,sf,Shanghai (CHN),21 OCT 1997,-0.8
22.62,Lauren HEWITT,25 NOV 1978,AUS,1,Sydney (AUS),10 AUG 1998,2.0
22.62,Irina PRIVALOVA,22 NOV 1968,RUS,1,"Népstadion, Budapest (HUN)",21 AUG 1998,-0.7
22.62,Debbie FERGUSON,16 JAN 1976,BAH,6,"Stade de France, Paris-St-Denis (FRA)",21 JUL 1999,0.2
22.62,Inger MILLER,12 JUN 1972,USA,3,"Olympiastadion, Berlin (GER)",07 SEP 1999,0.8
22.62,Cathy FREEMAN,16 FEB 1973,AUS,1,Paris (FRA),23 JUN 2000,0.9
22.62,Marion JONES,12 OCT 1975,USA,h,"Sacramento, CA (USA)",22 JUL 2000,-1.2
22.62,Inger MILLER,12 JUN 1972,USA,2,Gateshead (GBR),28 AUG 2000,0.4
22.62,Debbie FERGUSON,16 JAN 1976,BAH,1sf1,"Olympic Stadium, Sydney (AUS)",28 SEP 2000,-1.4
22.62,Muriel HURTIS,25 MAR 1979,FRA,1,Paris (FRA),04 JUL 2003,0.7
22.62,Aleen BAILEY,25 NOV 1980,JAM,4,Madrid (ESP),17 JUL 2004,-1.1
22.62,Yuliya GUSHCHINA,04 MAR 1983,RUS,1,Tula (RUS),12 JUL 2005,-0.2
22.62,Consuella MOORE,29 AUG 1981,USA,2,"Knoxville, TN (USA)",15 APR 2006,1.7
22.62,Carol RODRÍGUEZ,16 DEC 1985,PUR,1,"Provo, UT (USA)",27 MAY 2006,1.9
22.62,Shalonda SOLOMON,19 DEC 1985,USA,1,"Sacramento, CA (USA)",10 JUN 2006,0.8
22.62,Natasha HASTINGS,23 JUL 1986,USA,1,"Gainesville, FL (USA)",26 MAY 2007,-1.0
22.62,Kim GEVAERT,05 AUG 1978,BEL,1f1,"Olympic Stadium, Athina (GRE)",02 JUL 2007,0.4
22.62,Torri EDWARDS,31 JAN 1977,USA,2qf3,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,-0.4
22.62,Bianca KNIGHT,02 JAN 1989,USA,1,"National Stadium, Kingston (JAM)",03 MAY 2008,1.0
22.62,LaVerne JONES-FERRETTE,16 SEP 1981,ISV,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",01 JUL 2008,0.5
22.62,Marshevet HOOKER,25 SEP 1984,USA,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2008,0.4
22.62,Kerron STEWART,16 APR 1984,JAM,1f2,"Tempe, AZ (USA)",11 APR 2009,1.1
22.62,Anneisha MCLAUGHLIN-WHILBY,06 JAN 1986,JAM,5,"Olympiastadion, Berlin (GER)",21 AUG 2009,-0.1
22.62,Kerron STEWART,16 APR 1984,JAM,1,Rieti (ITA),06 SEP 2009,-2.0
22.62,Debbie FERGUSON-MCKENZIE,16 JAN 1976,BAH,3,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,0.0
